Chrom.1		
UV		
ml	mAU	
19.62	0.4385697	
19.621	0.4380948	
19.622	0.437901	
19.624	0.4375733	
19.625	0.4362845	
19.626	0.4353945	
19.628	0.4345635	
19.629	0.4344359	
19.63	0.4334491	
19.632	0.433437	
19.633	0.4322088	
19.634	0.4315134	
19.636	0.430746	
19.637	0.4298061	
19.638	0.4291596	
19.64	0.4288717	
19.641	0.4292005	
19.642	0.4294199	
19.644	0.4287953	
19.645	0.4281138	
19.646	0.4271587	
19.648	0.4258797	
19.649	0.4257898	
19.65	0.4261436	
19.652	0.4264844	
19.653	0.4260593	
19.654	0.4251987	
19.656	0.4237443	
19.657	0.4226528	
19.658	0.4221648	
19.66	0.4217995	
19.661	0.4204869	
19.662	0.4195703	
19.664	0.4192644	
19.665	0.4187275	
19.666	0.418381	
19.667	0.418531	
19.669	0.4182251	
19.67	0.4175943	
19.671	0.4174941	
19.673	0.4165684	
19.674	0.4161279	
19.675	0.4147968	
19.677	0.4138951	
19.678	0.4130747	
19.679	0.4121627	
19.681	0.4118319	
19.682	0.4110742	
19.683	0.4104857	
19.685	0.4093178	
19.686	0.4083149	
19.687	0.4077612	
19.689	0.4069312	
19.69	0.4060612	
19.691	0.4061164	
19.693	0.4068496	
19.694	0.4066916	
19.695	0.405733	
19.697	0.405319	
19.698	0.4049571	
19.699	0.4043472	
19.701	0.4035848	
19.702	0.4035611	
19.703	0.4032313	
19.705	0.4034678	
19.706	0.402797	
19.707	0.4015168	
19.709	0.4003055	
19.71	0.3998514	
19.711	0.3991903	
19.713	0.3986163	
19.714	0.398221	
19.715	0.3971723	
19.717	0.3960067	
19.718	0.3946849	
19.719	0.3936939	
19.721	0.3934439	
19.722	0.3934587	
19.723	0.3924418	
19.725	0.3910572	
19.726	0.3910165	
19.727	0.3909934	
19.729	0.390343	
19.73	0.3891512	
19.731	0.3888046	
19.733	0.3882717	
19.734	0.3865153	
19.735	0.3849393	
19.737	0.3837637	
19.738	0.3827978	
19.739	0.3828512	
19.741	0.3822615	
19.742	0.3815355	
19.743	0.3806492	
19.745	0.3799221	
19.746	0.3794879	
19.747	0.3783727	
19.749	0.3773164	
19.75	0.3763542	
19.751	0.3755116	
19.753	0.3756303	
19.754	0.3757901	
19.755	0.3752317	
19.757	0.3744751	
19.758	0.3735352	
19.759	0.3722839	
19.761	0.3715209	
19.762	0.3711305	
19.763	0.3706631	
19.765	0.370011	
19.766	0.3698444	
19.767	0.3696703	
19.769	0.3686882	
19.77	0.3683026	
19.771	0.3678814	
19.773	0.3674475	
19.774	0.3671565	
19.775	0.366754	
19.777	0.3657076	
19.778	0.3647349	
19.779	0.3647552	
19.781	0.3645729	
19.782	0.3640197	
19.783	0.3635316	
19.785	0.3626916	
19.786	0.3618668	
19.787	0.3615368	
19.789	0.3612651	
19.79	0.3612177	
19.791	0.3613363	
19.793	0.3607301	
19.794	0.3602803	
19.795	0.3602803	
19.797	0.3598761	
19.798	0.3586434	
19.799	0.3574551	
19.801	0.3570503	
19.802	0.3569956	
19.803	0.3567525	
19.805	0.3567894	
19.806	0.3571256	
19.807	0.3566998	
19.809	0.356055	
19.81	0.3558244	
19.811	0.3552614	
19.812	0.354351	
19.814	0.3545337	
19.815	0.3547577	
19.816	0.3549079	
19.818	0.3549319	
19.819	0.3546531	
19.82	0.353555	
19.822	0.3531457	
19.823	0.3533475	
19.824	0.3534357	
19.826	0.3532151	
19.827	0.3530204	
19.828	0.3532986	
19.83	0.3532156	
19.831	0.3529148	
19.832	0.352827	
19.834	0.3529446	
19.835	0.3533184	
19.836	0.3527874	
19.838	0.3512836	
19.839	0.3500366	
19.84	0.349386	
19.842	0.3486142	
19.843	0.3486366	
19.844	0.3496083	
19.846	0.3484832	
19.847	0.3472842	
19.848	0.3471274	
19.85	0.3463061	
19.851	0.3458399	
19.852	0.3456682	
19.854	0.3449115	
19.855	0.343663	
19.856	0.343315	
19.858	0.3437333	
19.859	0.3436589	
19.86	0.3430566	
19.862	0.3420685	
19.863	0.3413819	
19.864	0.3415464	
19.866	0.3415566	
19.867	0.3414304	
19.868	0.3412542	
19.87	0.3399492	
19.871	0.339208	
19.872	0.3386297	
19.874	0.3381358	
19.875	0.337372	
19.876	0.3370804	
19.878	0.3374086	
19.879	0.3374416	
19.88	0.33669	
19.882	0.3361575	
19.883	0.3355202	
19.884	0.3347778	
19.886	0.3331735	
19.887	0.3329033	
19.888	0.3329051	
19.89	0.3323451	
19.891	0.3317985	
19.892	0.3310417	
19.894	0.3305024	
19.895	0.3300237	
19.896	0.3296539	
19.898	0.3291229	
19.899	0.3282218	
19.9	0.3277516	
19.902	0.3274805	
19.903	0.3270497	
19.904	0.3273945	
19.906	0.3277977	
19.907	0.3278521	
19.908	0.3264677	
19.91	0.3261965	
19.911	0.3250195	
19.912	0.3239161	
19.914	0.3238119	
19.915	0.3234219	
19.916	0.3232707	
19.918	0.3229173	
19.919	0.3230864	
19.92	0.3234686	
19.922	0.3231919	
19.923	0.3216361	
19.924	0.3193759	
19.926	0.318477	
19.927	0.3184756	
19.928	0.3179874	
19.93	0.318577	
19.931	0.3187594	
19.932	0.318227	
19.934	0.3173511	
19.935	0.3160273	
19.936	0.3162501	
19.938	0.3156614	
19.939	0.3149872	
19.94	0.3147607	
19.942	0.315276	
19.943	0.3155793	
19.944	0.3146572	
19.946	0.3144958	
19.947	0.3142609	
19.948	0.3137927	
19.95	0.3134202	
19.951	0.3131828	
19.952	0.3131647	
19.953	0.3132109	
19.955	0.3131645	
19.956	0.3123402	
19.957	0.3118568	
19.959	0.3117966	
19.96	0.312358	
19.961	0.3128541	
19.963	0.3119298	
19.964	0.3112678	
19.965	0.3117564	
19.967	0.3115623	
19.968	0.310848	
19.969	0.3099808	
19.971	0.3095747	
19.972	0.3093061	
19.973	0.3083178	
19.975	0.3088143	
19.976	0.308531	
19.977	0.3079632	
19.979	0.3084713	
19.98	0.3094091	
19.981	0.3088107	
19.983	0.3083921	
19.984	0.3082592	
19.985	0.307571	
19.987	0.307096	
19.988	0.3069368	
19.989	0.3079885	
19.991	0.3092545	
19.992	0.3090903	
19.993	0.3091516	
19.995	0.310361	
19.996	0.309655	
19.997	0.3090991	
19.999	0.3092407	
20	0.3092163	
20.001	0.3089014	
20.003	0.3086449	
20.004	0.3085619	
20.005	0.3086591	
20.007	0.3081677	
20.008	0.3077786	
20.009	0.3078205	
20.011	0.3076161	
20.012	0.3080108	
20.013	0.307757	
20.015	0.3072543	
20.016	0.3061612	
20.017	0.3054333	
20.019	0.306563	
20.02	0.3058338	
20.021	0.3043921	
20.023	0.3051355	
20.024	0.3048397	
20.025	0.3042114	
20.027	0.3030885	
20.028	0.301977	
20.029	0.3013363	
20.031	0.3020376	
20.032	0.301567	
20.033	0.3012666	
20.035	0.3004696	
20.036	0.3009772	
20.037	0.3005104	
20.039	0.3001397	
20.04	0.2998263	
20.041	0.2997711	
20.043	0.2993657	
20.044	0.299835	
20.045	0.2998154	
20.047	0.2995878	
20.048	0.2995756	
20.049	0.2993976	
20.051	0.2988344	
20.052	0.2990147	
20.053	0.2982765	
20.055	0.2981769	
20.056	0.2976815	
20.057	0.2976805	
20.059	0.2978534	
20.06	0.297022	
20.061	0.2953103	
20.063	0.2954814	
20.064	0.2950798	
20.065	0.2948335	
20.067	0.2951358	
20.068	0.2953465	
20.069	0.2961456	
20.071	0.2962846	
20.072	0.29582	
20.073	0.2957335	
20.075	0.2950585	
20.076	0.2942095	
20.077	0.2945567	
20.079	0.2936455	
20.08	0.2941015	
20.081	0.2935716	
20.083	0.2949273	
20.084	0.2942487	
20.085	0.2925404	
20.087	0.2930917	
20.088	0.293649	
20.089	0.2928687	
20.091	0.292443	
20.092	0.2924863	
20.093	0.2926492	
20.094	0.2913476	
20.096	0.2913381	
20.097	0.2900368	
20.098	0.2888836	
20.1	0.2883474	
20.101	0.2885938	
20.102	0.2867932	
20.104	0.2865671	
20.105	0.2861847	
20.106	0.2870095	
20.108	0.2861582	
20.109	0.2861556	
20.11	0.286079	
20.112	0.2857236	
20.113	0.2843772	
20.114	0.2833315	
20.116	0.2831473	
20.117	0.28326	
20.118	0.2830186	
20.12	0.2832871	
20.121	0.2827515	
20.122	0.282467	
20.124	0.2815284	
20.125	0.2805647	
20.126	0.2798829	
20.128	0.279637	
20.129	0.2792637	
20.13	0.2784341	
20.132	0.2777252	
20.133	0.2771067	
20.134	0.2761839	
20.136	0.2752673	
20.137	0.2745301	
20.138	0.2743014	
20.14	0.2733854	
20.141	0.2735826	
20.142	0.2729431	
20.144	0.272233	
20.145	0.2711566	
20.146	0.2699436	
20.148	0.2691092	
20.149	0.2683222	
20.15	0.269051	
20.152	0.2696859	
20.153	0.2685271	
20.154	0.2678741	
20.156	0.2671209	
20.157	0.2674711	
20.158	0.2666374	
20.16	0.2660664	
20.161	0.2658362	
20.162	0.2659639	
20.164	0.266205	
20.165	0.2659886	
20.166	0.2665273	
20.168	0.2656648	
20.169	0.2663963	
20.17	0.2662732	
20.172	0.2655194	
20.173	0.264343	
20.174	0.2634378	
20.176	0.2629595	
20.177	0.262335	
20.178	0.2618718	
20.18	0.261229	
20.181	0.2616502	
20.182	0.2620074	
20.184	0.2615207	
20.185	0.2612779	
20.186	0.2607007	
20.188	0.2604633	
20.189	0.2602752	
20.19	0.2600827	
20.192	0.2600078	
20.193	0.2605002	
20.194	0.2607052	
20.196	0.2601918	
20.197	0.2603829	
20.198	0.2602882	
20.2	0.2595174	
20.201	0.2602686	
20.202	0.2600978	
20.204	0.2601638	
20.205	0.2593691	
20.206	0.2591448	
20.208	0.2588156	
20.209	0.2588882	
20.21	0.2589843	
20.212	0.2592986	
20.213	0.2592875	
20.214	0.2599705	
20.216	0.260315	
20.217	0.259378	
20.218	0.2581818	
20.22	0.258198	
20.221	0.25779	
20.222	0.2587105	
20.224	0.2590414	
20.225	0.2597552	
20.226	0.2603157	
20.228	0.2604806	
20.229	0.26025	
20.23	0.2603196	
20.232	0.2606438	
20.233	0.2602428	
20.234	0.2601979	
20.235	0.2598149	
20.237	0.2592545	
20.238	0.2593233	
20.239	0.2588105	
20.241	0.2593302	
20.242	0.2592883	
20.243	0.2589618	
20.245	0.2585269	
20.246	0.258911	
20.247	0.2589952	
20.249	0.2589543	
20.25	0.2591132	
20.251	0.2582752	
20.253	0.257827	
20.254	0.2571217	
20.255	0.2567937	
20.257	0.2562615	
20.258	0.2563156	
20.259	0.2560752	
20.261	0.255795	
20.262	0.2558082	
20.263	0.2555276	
20.265	0.2552407	
20.266	0.2551681	
20.267	0.2539914	
20.269	0.2536919	
20.27	0.2533384	
20.271	0.2535177	
20.273	0.2533794	
20.274	0.2533797	
20.275	0.2535068	
20.277	0.2528117	
20.278	0.2520357	
20.279	0.2518332	
20.281	0.2518898	
20.282	0.25137	
20.283	0.2510979	
20.285	0.2519583	
20.286	0.2522844	
20.287	0.2520772	
20.289	0.2511045	
20.29	0.250051	
20.291	0.2491916	
20.293	0.2478004	
20.294	0.2473847	
20.295	0.2474777	
20.297	0.2472896	
20.298	0.2470344	
20.299	0.2464683	
20.301	0.246292	
20.302	0.2463856	
20.303	0.2470694	
20.305	0.247232	
20.306	0.2474665	
20.307	0.2469733	
20.309	0.2464062	
20.31	0.2462523	
20.311	0.246513	
20.313	0.2467327	
20.314	0.2461227	
20.315	0.2452465	
20.317	0.2447964	
20.318	0.244623	
20.319	0.2443043	
20.321	0.2439634	
20.322	0.243281	
20.323	0.2432245	
20.325	0.2428396	
20.326	0.2425087	
20.327	0.2424875	
20.329	0.2423854	
20.33	0.2420312	
20.331	0.2416216	
20.333	0.2415553	
20.334	0.2420136	
20.335	0.2419333	
20.337	0.2415	
20.338	0.2410333	
20.339	0.2402532	
20.341	0.2392915	
20.342	0.2383277	
20.343	0.2378827	
20.345	0.2376565	
20.346	0.2369	
20.347	0.2364351	
20.349	0.2363574	
20.35	0.2367188	
20.351	0.2368293	
20.353	0.2368221	
20.354	0.2371042	
20.355	0.2372405	
20.357	0.2370656	
20.358	0.2367348	
20.359	0.2374458	
20.361	0.2378449	
20.362	0.2373656	
20.363	0.2369972	
20.365	0.2367855	
20.366	0.2363603	
20.367	0.2360024	
20.369	0.2355078	
20.37	0.2350865	
20.371	0.2344898	
20.373	0.2333083	
20.374	0.2326328	
20.375	0.2328734	
20.377	0.2326345	
20.378	0.2318249	
20.379	0.2305875	
20.38	0.2298955	
20.382	0.2296772	
20.383	0.2290732	
20.384	0.2281632	
20.386	0.2280803	
20.387	0.2289022	
20.388	0.2295119	
20.39	0.2296396	
20.391	0.2298113	
20.392	0.2297682	
20.394	0.2290696	
20.395	0.2284025	
20.396	0.228113	
20.398	0.2282039	
20.399	0.2279113	
20.4	0.2276192	
20.402	0.2275322	
20.403	0.2275196	
20.404	0.2277333	
20.406	0.2285719	
20.407	0.2294399	
20.408	0.2299643	
20.41	0.2302009	
20.411	0.2300202	
20.412	0.2299403	
20.414	0.2299891	
20.415	0.2293666	
20.416	0.2284653	
20.418	0.2279464	
20.419	0.2274653	
20.42	0.2271856	
20.422	0.2267304	
20.423	0.2260089	
20.424	0.2260506	
20.426	0.2259015	
20.427	0.2254205	
20.428	0.2251297	
20.43	0.2247422	
20.431	0.2241192	
20.432	0.2239577	
20.434	0.2239099	
20.435	0.2234227	
20.436	0.2229927	
20.438	0.2229712	
20.439	0.2238591	
20.44	0.2247737	
20.442	0.2251239	
20.443	0.2247838	
20.444	0.2240468	
20.446	0.2243706	
20.447	0.2250852	
20.448	0.2250709	
20.45	0.2253841	
20.451	0.2262645	
20.452	0.2264114	
20.454	0.2257901	
20.455	0.2252568	
20.456	0.224953	
20.458	0.2248233	
20.459	0.2244837	
20.46	0.2244351	
20.462	0.2243057	
20.463	0.2242131	
20.464	0.2245256	
20.466	0.224977	
20.467	0.2249998	
20.468	0.225182	
20.47	0.2255992	
20.471	0.2253966	
20.472	0.2248504	
20.474	0.2246343	
20.475	0.2241996	
20.476	0.2236342	
20.478	0.2235282	
20.479	0.2237357	
20.48	0.2237538	
20.482	0.2233909	
20.483	0.2231273	
20.484	0.2220961	
20.486	0.2216847	
20.487	0.2216318	
20.488	0.2213211	
20.49	0.2215424	
20.491	0.2218358	
20.492	0.2208014	
20.494	0.2200513	
20.495	0.219778	
20.496	0.2199094	
20.498	0.2196755	
20.499	0.2193906	
20.5	0.2192749	
20.502	0.2190326	
20.503	0.2190212	
20.504	0.2183478	
20.506	0.2175062	
20.507	0.216304	
20.508	0.2154988	
20.51	0.215085	
20.511	0.2152883	
20.512	0.214074	
20.514	0.2132762	
20.515	0.2124024	
20.516	0.2110982	
20.518	0.2101569	
20.519	0.2101608	
20.52	0.2098135	
20.521	0.2091964	
20.523	0.2088176	
20.524	0.2080693	
20.525	0.2081749	
20.527	0.2079961	
20.528	0.2081712	
20.529	0.2082743	
20.531	0.207062	
20.532	0.206027	
20.533	0.2052526	
20.535	0.2046599	
20.536	0.2038884	
20.537	0.2037181	
20.539	0.2029204	
20.54	0.2015694	
20.541	0.2010396	
20.543	0.2012566	
20.544	0.2009071	
20.545	0.2006252	
20.547	0.2004693	
20.548	0.2001427	
20.549	0.1999991	
20.551	0.1999066	
20.552	0.1999013	
20.553	0.1993936	
20.555	0.1992374	
20.556	0.1996279	
20.557	0.1983969	
20.559	0.1986311	
20.56	0.1981539	
20.561	0.1974134	
20.563	0.1969084	
20.564	0.1969827	
20.565	0.1978341	
20.567	0.1981709	
20.568	0.1979836	
20.569	0.1977004	
20.571	0.1966392	
20.572	0.1959399	
20.573	0.1969625	
20.575	0.1970622	
20.576	0.1969832	
20.577	0.1976699	
20.579	0.1982888	
20.58	0.1978254	
20.581	0.1985313	
20.583	0.2000172	
20.584	0.2001907	
20.585	0.2003652	
20.587	0.2004316	
20.588	0.1999179	
20.589	0.1999044	
20.591	0.2006711	
20.592	0.2003036	
20.593	0.2006143	
20.595	0.2005017	
20.596	0.2002352	
20.597	0.2008448	
20.599	0.2002362	
20.6	0.200223	
20.601	0.1998077	
20.603	0.2006378	
20.604	0.2001282	
20.605	0.2006873	
20.607	0.2018632	
20.608	0.201849	
20.609	0.2016182	
20.611	0.2020811	
20.612	0.202376	
20.613	0.2016389	
20.615	0.201735	
20.616	0.2013527	
20.617	0.2026375	
20.619	0.2024233	
20.62	0.2020915	
20.621	0.2023282	
20.623	0.2009451	
20.624	0.2014439	
20.625	0.2018171	
20.627	0.2024769	
20.628	0.2027145	
20.629	0.2028008	
20.631	0.2028057	
20.632	0.2026379	
20.633	0.2026391	
20.635	0.2030101	
20.636	0.2030917	
20.637	0.2032693	
20.639	0.2046528	
20.64	0.204649	
20.641	0.2048954	
20.643	0.2056155	
20.644	0.205249	
20.645	0.2051368	
20.647	0.2054184	
20.648	0.2046374	
20.649	0.2040015	
20.651	0.2043908	
20.652	0.203372	
20.653	0.2027797	
20.655	0.2040233	
20.656	0.2047386	
20.657	0.2047715	
20.659	0.2036409	
20.66	0.203554	
20.661	0.2033495	
20.662	0.2023191	
20.664	0.2018315	
20.665	0.2033197	
20.666	0.2041122	
20.668	0.2051224	
20.669	0.2047475	
20.67	0.2049523	
20.672	0.2042948	
20.673	0.2036517	
20.674	0.2039462	
20.676	0.2029686	
20.677	0.2029547	
20.678	0.2026777	
20.68	0.2028005	
20.681	0.2022075	
20.682	0.2018873	
20.684	0.2010621	
20.685	0.2013154	
20.686	0.2014043	
20.688	0.2006547	
20.689	0.2015989	
20.69	0.2018786	
20.692	0.2015528	
20.693	0.2010061	
20.694	0.2010039	
20.696	0.200711	
20.697	0.1998687	
20.698	0.199445	
20.7	0.198026	
20.701	0.1972791	
20.702	0.1970406	
20.704	0.1971723	
20.705	0.1970882	
20.706	0.1970321	
20.708	0.1963387	
20.709	0.1964625	
20.71	0.1956527	
20.712	0.1960644	
20.713	0.196936	
20.714	0.1973403	
20.716	0.1973026	
20.717	0.197427	
20.718	0.1978634	
20.72	0.1974724	
20.721	0.1978025	
20.722	0.1973679	
20.724	0.1967819	
20.725	0.1972952	
20.726	0.1968082	
20.728	0.1966287	
20.729	0.1968993	
20.73	0.1968535	
20.732	0.1965181	
20.733	0.1960488	
20.734	0.1952008	
20.736	0.1953437	
20.737	0.195162	
20.738	0.195917	
20.74	0.1960489	
20.741	0.1961567	
20.742	0.1969009	
20.744	0.1963724	
20.745	0.1966249	
20.746	0.1966004	
20.748	0.1974112	
20.749	0.198692	
20.75	0.1992013	
20.752	0.1985136	
20.753	0.198735	
20.754	0.1992704	
20.756	0.1992273	
20.757	0.1989828	
20.758	0.1984459	
20.76	0.1989712	
20.761	0.1988723	
20.762	0.1986725	
20.764	0.1985946	
20.765	0.1984504	
20.766	0.1993734	
20.768	0.2005947	
20.769	0.2013467	
20.77	0.2012423	
20.772	0.2003673	
20.773	0.1996523	
20.774	0.2001605	
20.776	0.1992324	
20.777	0.1992921	
20.778	0.1991862	
20.78	0.1986781	
20.781	0.1984403	
20.782	0.1974877	
20.784	0.1968499	
20.785	0.1971946	
20.786	0.197308	
20.788	0.1962318	
20.789	0.1964977	
20.79	0.1967578	
20.792	0.1964741	
20.793	0.1966812	
20.794	0.1965273	
20.796	0.1965679	
20.797	0.1970758	
20.798	0.1972599	
20.8	0.197228	
20.801	0.1970524	
20.802	0.1969033	
20.803	0.1966441	
20.805	0.1964268	
20.806	0.1964925	
20.807	0.1962581	
20.809	0.1961758	
20.81	0.196408	
20.811	0.1960644	
20.813	0.1955102	
20.814	0.1948167	
20.815	0.19459	
20.817	0.1951351	
20.818	0.1961183	
20.819	0.1958346	
20.821	0.1956964	
20.822	0.1957602	
20.823	0.1960823	
20.825	0.196374	
20.826	0.1958168	
20.827	0.1954988	
20.829	0.1957939	
20.83	0.1963629	
20.831	0.1966284	
20.833	0.1965743	
20.834	0.1963071	
20.835	0.1959066	
20.837	0.196263	
20.838	0.1964902	
20.839	0.1967431	
20.841	0.1959076	
20.842	0.1959676	
20.843	0.1950816	
20.845	0.1949679	
20.846	0.1946928	
20.847	0.19485	
20.849	0.195618	
20.85	0.1960251	
20.851	0.1957685	
20.853	0.1950796	
20.854	0.195175	
20.855	0.1952016	
20.857	0.1948321	
20.858	0.1943939	
20.859	0.1941507	
20.861	0.1936587	
20.862	0.1934371	
20.863	0.1933056	
20.865	0.1927494	
20.866	0.1920677	
20.867	0.1922707	
20.869	0.1919388	
20.87	0.1917681	
20.871	0.1910515	
20.873	0.1901435	
20.874	0.1894754	
20.875	0.1884823	
20.877	0.1880564	
20.878	0.1882344	
20.879	0.1887828	
20.881	0.1888907	
20.882	0.1881606	
20.883	0.1869255	
20.885	0.1860107	
20.886	0.1859061	
20.887	0.1851612	
20.889	0.1844475	
20.89	0.1839813	
20.891	0.1836107	
20.893	0.1837395	
20.894	0.1847073	
20.895	0.1852682	
20.897	0.1851822	
20.898	0.1846454	
20.899	0.1839242	
20.901	0.1833642	
20.902	0.1826769	
20.903	0.1824071	
20.905	0.1824842	
20.906	0.1825756	
20.907	0.1831636	
20.909	0.1832227	
20.91	0.1839789	
20.911	0.1836171	
20.913	0.1826083	
20.914	0.18182	
20.915	0.1813542	
20.917	0.1807071	
20.918	0.1797111	
20.919	0.179392	
20.921	0.1794653	
20.922	0.1789742	
20.923	0.17846	
20.925	0.178467	
20.926	0.1787954	
20.927	0.1791259	
20.929	0.1790688	
20.93	0.1790227	
20.931	0.1788788	
20.933	0.1792127	
20.934	0.178862	
20.935	0.1782554	
20.937	0.1776553	
20.938	0.1774422	
20.939	0.1778191	
20.941	0.1779726	
20.942	0.1779012	
20.943	0.177606	
20.945	0.1780646	
20.946	0.1780844	
20.947	0.1780679	
20.948	0.1786036	
20.95	0.1785469	
20.951	0.178092	
20.952	0.178013	
20.954	0.1780984	
20.955	0.1782308	
20.956	0.1781889	
20.958	0.1786225	
20.959	0.1786117	
20.96	0.1775316	
20.962	0.1772126	
20.963	0.1770236	
20.964	0.1769744	
20.966	0.1767983	
20.967	0.1762928	
20.968	0.1761167	
20.97	0.1762692	
20.971	0.1766256	
20.972	0.176888	
20.974	0.1767816	
20.975	0.1764365	
20.976	0.1763185	
20.978	0.1763415	
20.979	0.176686	
20.98	0.1772412	
20.982	0.1772501	
20.983	0.1772941	
20.984	0.1774198	
20.986	0.1774541	
20.987	0.1768769	
20.988	0.1763472	
20.99	0.176471	
20.991	0.1770816	
20.992	0.1768874	
20.994	0.1767766	
20.995	0.1771647	
20.996	0.1767005	
20.998	0.1761123	
20.999	0.1756992	
21	0.1755734	
21.002	0.1758574	
21.003	0.176527	
21.004	0.1770142	
21.006	0.1770444	
21.007	0.1766785	
21.008	0.1765866	
21.01	0.1768582	
21.011	0.1764875	
21.012	0.1761961	
21.014	0.1760388	
21.015	0.1754782	
21.016	0.1748443	
21.018	0.1745176	
21.019	0.1738598	
21.02	0.1733566	
21.022	0.1731238	
21.023	0.1727879	
21.024	0.1724717	
21.026	0.1713888	
21.027	0.1709969	
21.028	0.171208	
21.03	0.1706817	
21.031	0.1708871	
21.032	0.1710325	
21.034	0.1712773	
21.035	0.171234	
21.036	0.1709167	
21.038	0.1699261	
21.039	0.168979	
21.04	0.1679955	
21.042	0.1674517	
21.043	0.1669834	
21.044	0.1667478	
21.046	0.1668854	
21.047	0.1662577	
21.048	0.1665366	
21.05	0.1670413	
21.051	0.1676977	
21.052	0.1683439	
21.054	0.1691214	
21.055	0.1697402	
21.056	0.1695964	
21.058	0.1691598	
21.059	0.1689416	
21.06	0.1683101	
21.062	0.1677539	
21.063	0.1677877	
21.064	0.1678405	
21.066	0.1680207	
21.067	0.1676129	
21.068	0.1669964	
21.07	0.1661028	
21.071	0.165432	
21.072	0.1652667	
21.074	0.1654066	
21.075	0.16554	
