Chrom.1		
UV		
ml	mAU	
17.838	5.958864	
17.84	5.949688	
17.841	5.940631	
17.842	5.931216	
17.844	5.920905	
17.845	5.910064	
17.846	5.899015	
17.848	5.887999	
17.849	5.877274	
17.85	5.867512	
17.852	5.857575	
17.853	5.847844	
17.854	5.838064	
17.856	5.828849	
17.857	5.819081	
17.858	5.8097	
17.86	5.800542	
17.861	5.791191	
17.862	5.781467	
17.864	5.772543	
17.865	5.763277	
17.866	5.754843	
17.868	5.745099	
17.869	5.73504	
17.87	5.725764	
17.872	5.716959	
17.873	5.708505	
17.874	5.699222	
17.876	5.689784	
17.877	5.680289	
17.878	5.671107	
17.88	5.662355	
17.881	5.653689	
17.882	5.644852	
17.884	5.636115	
17.885	5.627346	
17.886	5.618335	
17.888	5.609374	
17.889	5.601449	
17.89	5.593694	
17.892	5.584788	
17.893	5.575536	
17.894	5.566476	
17.896	5.557225	
17.897	5.54784	
17.898	5.537975	
17.9	5.528292	
17.901	5.518563	
17.902	5.50907	
17.904	5.499586	
17.905	5.490522	
17.906	5.481384	
17.908	5.47187	
17.909	5.462525	
17.91	5.454597	
17.912	5.446984	
17.913	5.439019	
17.914	5.430587	
17.916	5.422208	
17.917	5.413345	
17.918	5.405122	
17.92	5.396581	
17.921	5.386663	
17.922	5.376817	
17.924	5.366976	
17.925	5.35723	
17.926	5.347941	
17.928	5.339858	
17.929	5.331151	
17.93	5.321203	
17.932	5.31159	
17.933	5.302393	
17.934	5.293933	
17.936	5.285604	
17.937	5.276644	
17.938	5.267445	
17.94	5.258716	
17.941	5.251064	
17.942	5.243672	
17.944	5.235094	
17.945	5.226245	
17.946	5.217538	
17.948	5.208534	
17.949	5.199292	
17.95	5.190002	
17.952	5.180466	
17.953	5.171006	
17.954	5.162115	
17.956	5.152968	
17.957	5.142842	
17.958	5.133211	
17.96	5.124235	
17.961	5.114935	
17.962	5.105786	
17.963	5.096347	
17.965	5.087178	
17.966	5.078629	
17.967	5.070121	
17.969	5.061255	
17.97	5.052202	
17.971	5.043202	
17.973	5.034318	
17.974	5.024793	
17.975	5.015607	
17.977	5.006078	
17.978	4.996636	
17.979	4.987185	
17.981	4.978212	
17.982	4.968788	
17.983	4.958341	
17.985	4.947607	
17.986	4.937174	
17.987	4.92816	
17.989	4.919277	
17.99	4.910124	
17.991	4.90112	
17.993	4.89241	
17.994	4.883248	
17.995	4.873478	
17.997	4.864494	
17.998	4.855397	
17.999	4.845945	
18.001	4.835679	
18.002	4.825251	
18.003	4.815312	
18.005	4.805505	
18.006	4.795461	
18.007	4.784526	
18.009	4.773269	
18.01	4.762919	
18.011	4.752573	
18.013	4.741944	
18.014	4.731531	
18.015	4.721636	
18.017	4.711674	
18.018	4.701467	
18.019	4.691245	
18.021	4.681106	
18.022	4.670494	
18.023	4.66073	
18.025	4.651452	
18.026	4.641573	
18.027	4.631861	
18.029	4.622496	
18.03	4.61289	
18.031	4.602375	
18.033	4.591895	
18.034	4.581987	
18.035	4.571991	
18.037	4.561443	
18.038	4.550559	
18.039	4.539844	
18.041	4.529907	
18.042	4.520089	
18.043	4.509934	
18.045	4.499567	
18.046	4.489392	
18.047	4.479723	
18.049	4.469851	
18.05	4.460659	
18.051	4.451723	
18.053	4.442562	
18.054	4.432577	
18.055	4.422606	
18.057	4.412429	
18.058	4.401412	
18.059	4.390296	
18.061	4.379138	
18.062	4.36817	
18.063	4.357241	
18.065	4.346785	
18.066	4.336586	
18.067	4.326404	
18.069	4.316423	
18.07	4.306098	
18.071	4.295313	
18.073	4.284429	
18.074	4.274143	
18.075	4.263386	
18.077	4.25204	
18.078	4.240872	
18.079	4.229874	
18.081	4.218585	
18.082	4.207564	
18.083	4.196788	
18.085	4.18658	
18.086	4.175933	
18.087	4.165631	
18.089	4.155818	
18.09	4.145244	
18.091	4.133366	
18.093	4.121716	
18.094	4.110757	
18.095	4.099944	
18.097	4.088032	
18.098	4.076594	
18.099	4.066317	
18.101	4.054987	
18.102	4.043139	
18.103	4.031916	
18.105	4.021657	
18.106	4.011399	
18.107	4.000253	
18.108	3.98933	
18.11	3.978403	
18.111	3.967434	
18.112	3.9564	
18.114	3.94485	
18.115	3.933455	
18.116	3.922203	
18.118	3.91095	
18.119	3.899475	
18.12	3.88799	
18.122	3.876399	
18.123	3.865234	
18.124	3.854544	
18.126	3.843519	
18.127	3.832615	
18.128	3.821711	
18.13	3.810745	
18.131	3.799315	
18.132	3.78731	
18.134	3.775543	
18.135	3.764502	
18.136	3.753657	
18.138	3.742516	
18.139	3.731898	
18.14	3.721049	
18.142	3.710486	
18.143	3.698781	
18.144	3.687454	
18.146	3.676402	
18.147	3.666194	
18.148	3.655828	
18.15	3.64502	
18.151	3.633877	
18.152	3.622652	
18.154	3.611293	
18.155	3.599727	
18.156	3.589003	
18.158	3.577939	
18.159	3.567196	
18.16	3.555921	
18.162	3.544303	
18.163	3.53368	
18.164	3.523085	
18.166	3.511363	
18.167	3.49993	
18.168	3.48937	
18.17	3.478436	
18.171	3.467327	
18.172	3.456217	
18.174	3.444376	
18.175	3.432216	
18.176	3.420814	
18.178	3.410356	
18.179	3.399682	
18.18	3.388386	
18.182	3.37744	
18.183	3.366583	
18.184	3.355288	
18.186	3.343546	
18.187	3.332553	
18.188	3.322085	
18.19	3.311643	
18.191	3.300535	
18.192	3.289919	
18.194	3.279828	
18.195	3.27068	
18.196	3.260554	
18.198	3.250259	
18.199	3.239454	
18.2	3.229021	
18.202	3.21847	
18.203	3.207477	
18.204	3.19788	
18.206	3.187125	
18.207	3.176757	
18.208	3.168133	
18.21	3.15964	
18.211	3.150839	
18.212	3.140743	
18.214	3.130065	
18.215	3.118918	
18.216	3.108577	
18.218	3.097472	
18.219	3.086998	
18.22	3.077851	
18.222	3.068022	
18.223	3.05806	
18.224	3.048142	
18.226	3.038417	
18.227	3.028403	
18.228	3.018488	
18.23	3.007984	
18.231	2.998857	
18.232	2.989126	
18.234	2.980061	
18.235	2.970386	
18.236	2.961739	
18.238	2.951288	
18.239	2.940746	
18.24	2.931451	
18.242	2.92206	
18.243	2.911737	
18.244	2.90091	
18.246	2.890739	
18.247	2.881799	
18.248	2.872999	
18.249	2.864128	
18.251	2.854515	
18.252	2.845824	
18.253	2.836595	
18.255	2.827255	
18.256	2.81736	
18.257	2.807723	
18.259	2.799383	
18.26	2.790029	
18.261	2.781209	
18.263	2.772258	
18.264	2.762542	
18.265	2.754115	
18.267	2.745457	
18.268	2.73648	
18.269	2.727863	
18.271	2.718298	
18.272	2.70922	
18.273	2.699664	
18.275	2.688071	
18.276	2.677549	
18.277	2.667145	
18.279	2.657575	
18.28	2.648787	
18.281	2.639843	
18.283	2.630838	
18.284	2.622231	
18.285	2.613693	
18.287	2.604305	
18.288	2.595344	
18.289	2.586142	
18.291	2.577008	
18.292	2.568297	
18.293	2.559314	
18.295	2.550291	
18.296	2.541621	
18.297	2.531751	
18.299	2.523381	
18.3	2.515136	
18.301	2.507383	
18.303	2.49822	
18.304	2.49024	
18.305	2.481241	
18.307	2.472954	
18.308	2.464727	
18.309	2.45656	
18.311	2.448607	
18.312	2.440461	
18.313	2.431147	
18.315	2.422098	
18.316	2.412578	
18.317	2.405164	
18.319	2.396928	
18.32	2.388205	
18.321	2.379917	
18.323	2.371563	
18.324	2.363242	
18.325	2.352941	
18.327	2.344864	
18.328	2.336033	
18.329	2.327342	
18.331	2.318865	
18.332	2.310433	
18.333	2.302173	
18.335	2.293865	
18.336	2.285044	
18.337	2.276494	
18.339	2.268987	
18.34	2.261251	
18.341	2.254866	
18.343	2.247449	
18.344	2.24016	
18.345	2.232862	
18.347	2.225438	
18.348	2.217923	
18.349	2.210496	
18.351	2.201992	
18.352	2.193889	
18.353	2.186513	
18.355	2.179658	
18.356	2.171537	
18.357	2.163918	
18.359	2.156271	
18.36	2.149239	
18.361	2.141884	
18.363	2.135457	
18.364	2.128539	
18.365	2.121298	
18.367	2.113904	
18.368	2.1065	
18.369	2.099298	
18.371	2.091783	
18.372	2.085414	
18.373	2.078033	
18.375	2.070688	
18.376	2.063936	
18.377	2.057491	
18.379	2.050742	
18.38	2.045121	
18.381	2.038866	
18.383	2.032116	
18.384	2.02445	
18.385	2.017747	
18.387	2.011032	
18.388	2.003027	
18.389	1.995784	
18.39	1.989965	
18.392	1.984522	
18.393	1.978048	
18.394	1.971736	
18.396	1.965814	
18.397	1.959168	
18.398	1.95254	
18.4	1.94613	
18.401	1.939931	
18.402	1.933948	
18.404	1.928318	
18.405	1.921619	
18.406	1.916009	
18.408	1.910461	
18.409	1.904507	
18.41	1.89772	
18.412	1.891142	
18.413	1.884168	
18.414	1.877995	
18.416	1.872353	
18.417	1.867394	
18.418	1.861866	
18.42	1.856721	
18.421	1.851157	
18.422	1.846169	
18.424	1.841438	
18.425	1.836092	
18.426	1.830498	
18.428	1.825161	
18.429	1.818942	
18.43	1.813128	
18.432	1.807669	
18.433	1.801265	
18.434	1.795619	
18.436	1.789885	
18.437	1.783766	
18.438	1.777904	
18.44	1.772963	
18.441	1.767475	
18.442	1.762689	
18.444	1.756925	
18.445	1.751804	
18.446	1.745489	
18.448	1.739527	
18.449	1.734559	
18.45	1.729878	
18.452	1.724253	
18.453	1.718679	
18.454	1.714341	
18.456	1.708386	
18.457	1.702372	
18.458	1.697093	
18.46	1.691514	
18.461	1.686434	
18.462	1.680816	
18.464	1.675999	
18.465	1.671257	
18.466	1.666045	
18.468	1.660451	
18.469	1.654891	
18.47	1.649279	
18.472	1.643964	
18.473	1.63857	
18.474	1.633867	
18.476	1.629602	
18.477	1.625024	
18.478	1.620232	
18.48	1.616218	
18.481	1.611257	
18.482	1.60576	
18.484	1.600033	
18.485	1.594856	
18.486	1.58941	
18.488	1.584543	
18.489	1.579558	
18.49	1.574068	
18.492	1.568975	
18.493	1.564009	
18.494	1.558829	
18.496	1.554333	
18.497	1.550301	
18.498	1.545689	
18.5	1.541506	
18.501	1.537505	
18.502	1.533692	
18.504	1.530081	
18.505	1.525338	
18.506	1.520256	
18.508	1.516196	
18.509	1.511225	
18.51	1.506524	
18.512	1.501504	
18.513	1.498073	
18.514	1.495126	
18.516	1.49133	
18.517	1.486809	
18.518	1.482444	
18.52	1.478125	
18.521	1.474329	
18.522	1.471451	
18.524	1.46771	
18.525	1.463472	
18.526	1.459731	
18.528	1.455915	
18.529	1.451948	
18.53	1.447945	
18.531	1.444363	
18.533	1.440695	
18.534	1.436918	
18.535	1.433531	
18.537	1.429853	
18.538	1.425811	
18.539	1.422082	
18.541	1.417387	
18.542	1.412241	
18.543	1.408346	
18.545	1.40496	
18.546	1.40086	
18.547	1.397388	
18.549	1.393892	
18.55	1.390394	
18.551	1.386616	
18.553	1.382746	
18.554	1.378918	
18.555	1.375082	
18.557	1.371387	
18.558	1.367415	
18.559	1.363739	
18.561	1.360045	
18.562	1.355801	
18.563	1.351538	
18.565	1.347676	
18.566	1.343843	
18.567	1.340269	
18.569	1.336122	
18.57	1.331457	
18.571	1.327683	
18.573	1.324133	
18.574	1.320228	
18.575	1.316108	
18.577	1.311857	
18.578	1.308117	
18.579	1.304376	
18.581	1.300693	
18.582	1.297314	
18.583	1.293622	
18.585	1.290342	
18.586	1.287412	
18.587	1.283558	
18.589	1.279395	
18.59	1.276255	
18.591	1.273461	
18.593	1.269767	
18.594	1.266114	
18.595	1.263397	
18.597	1.26037	
18.598	1.256735	
18.599	1.25328	
18.601	1.250418	
18.602	1.247216	
18.603	1.243762	
18.605	1.240734	
18.606	1.237394	
18.607	1.234108	
18.609	1.231336	
18.61	1.228304	
18.611	1.224845	
18.613	1.221866	
18.614	1.218604	
18.615	1.214995	
18.617	1.211963	
18.618	1.209057	
18.619	1.20614	
18.621	1.203257	
18.622	1.200238	
18.623	1.197288	
18.625	1.194563	
18.626	1.191463	
18.627	1.188133	
18.629	1.18556	
18.63	1.183375	
18.631	1.180583	
18.633	1.177726	
18.634	1.175301	
18.635	1.173256	
18.637	1.171161	
18.638	1.168154	
18.639	1.165251	
18.641	1.162447	
18.642	1.159885	
18.643	1.157894	
18.645	1.155845	
18.646	1.152948	
18.647	1.149837	
18.649	1.146915	
18.65	1.143842	
18.651	1.141194	
18.653	1.138474	
18.654	1.136088	
18.655	1.133529	
18.657	1.131325	
18.658	1.128613	
18.659	1.126358	
18.661	1.124502	
18.662	1.12168	
18.663	1.11868	
18.665	1.115816	
18.666	1.112962	
18.667	1.109989	
18.669	1.107386	
18.67	1.104963	
18.671	1.102546	
18.673	1.100357	
18.674	1.098073	
18.675	1.095663	
18.676	1.092892	
18.678	1.090474	
18.679	1.088014	
18.68	1.084927	
18.682	1.082858	
18.683	1.080906	
18.684	1.078816	
18.686	1.076871	
18.687	1.074724	
18.688	1.073054	
18.69	1.070598	
18.691	1.068077	
18.692	1.066154	
18.694	1.064116	
18.695	1.06233	
18.696	1.059815	
18.698	1.056963	
18.699	1.054748	
18.7	1.051996	
18.702	1.048973	
18.703	1.046901	
18.704	1.045988	
18.706	1.044312	
18.707	1.042107	
18.708	1.040308	
18.71	1.03863	
18.711	1.036288	
18.712	1.034293	
18.714	1.032801	
18.715	1.030281	
18.716	1.02776	
18.718	1.024904	
18.719	1.023136	
18.72	1.021428	
18.722	1.019206	
18.723	1.0167	
18.724	1.014579	
18.726	1.012148	
18.727	1.009874	
18.728	1.00761	
18.73	1.005556	
18.731	1.004075	
18.732	1.002318	
18.734	1.000563	
18.735	0.9985992	
18.736	0.9967166	
18.738	0.9944479	
18.739	0.9916967	
18.74	0.9889983	
18.742	0.9873101	
18.743	0.9856479	
18.744	0.9833793	
18.746	0.9804741	
18.747	0.9791875	
18.748	0.9773725	
18.75	0.975405	
18.751	0.9732309	
18.752	0.97096	
18.754	0.9687566	
18.755	0.9662775	
18.756	0.9645594	
18.758	0.9630101	
18.759	0.9606804	
18.76	0.9588584	
18.762	0.9560524	
18.763	0.9539706	
18.764	0.9527217	
18.766	0.9505408	
18.767	0.9486198	
18.768	0.9468942	
18.77	0.944913	
18.771	0.9427202	
18.772	0.9412304	
18.774	0.9396145	
18.775	0.9374153	
18.776	0.9348284	
18.778	0.9323642	
18.779	0.9303051	
18.78	0.9278824	
18.782	0.9260742	
18.783	0.9253369	
18.784	0.9244748	
18.786	0.9220742	
18.787	0.9191396	
18.788	0.9167412	
18.79	0.9153601	
18.791	0.9130707	
18.792	0.912057	
18.794	0.9103968	
18.795	0.9093955	
18.796	0.9072524	
18.798	0.905495	
18.799	0.9039782	
18.8	0.9027097	
18.802	0.9008061	
18.803	0.8977629	
18.804	0.8962692	
18.806	0.8942561	
18.807	0.8933486	
18.808	0.8923489	
18.81	0.8911361	
18.811	0.8895783	
18.812	0.8880533	
18.814	0.8868519	
18.815	0.8854258	
18.816	0.8840299	
18.817	0.8820756	
18.819	0.8803772	
18.82	0.878573	
18.821	0.8768106	
18.823	0.8751599	
18.824	0.8737747	
18.825	0.8727713	
18.827	0.8716078	
18.828	0.8704252	
18.829	0.8691956	
18.831	0.8670757	
18.832	0.8650134	
18.833	0.8640304	
18.835	0.8626146	
18.836	0.8607739	
18.837	0.8585241	
18.839	0.8563247	
18.84	0.8541216	
18.841	0.8529413	
18.843	0.8524268	
18.844	0.8515351	
18.845	0.8503749	
18.847	0.8500742	
18.848	0.8492687	
18.849	0.8472027	
18.851	0.8455665	
18.852	0.8442212	
18.853	0.8430417	
18.855	0.8418747	
18.856	0.8394756	
18.857	0.8388829	
18.859	0.8367274	
18.86	0.834738	
18.861	0.8329258	
18.863	0.8321741	
18.864	0.8304152	
18.865	0.8279505	
18.867	0.8254876	
18.868	0.8230575	
18.869	0.8226733	
18.871	0.8219334	
18.872	0.8215916	
18.873	0.8208658	
18.875	0.8186387	
18.876	0.8164824	
18.877	0.8153576	
18.879	0.8152196	
18.88	0.8128604	
18.881	0.811588	
18.883	0.8098326	
18.884	0.8083496	
18.885	0.8068389	
18.887	0.8050476	
18.888	0.8044366	
18.889	0.803039	
18.891	0.8009321	
18.892	0.7993408	
18.893	0.7970859	
18.895	0.7965587	
18.896	0.7942171	
18.897	0.7926103	
18.899	0.7927229	
18.9	0.791588	
18.901	0.7901185	
18.903	0.7882526	
18.904	0.7878622	
18.905	0.786747	
18.907	0.7857785	
18.908	0.7845429	
18.909	0.7821171	
18.911	0.7808948	
18.912	0.7791098	
18.913	0.7773178	
18.915	0.775313	
18.916	0.7737554	
18.917	0.7722676	
18.919	0.7711315	
18.92	0.7694559	
18.921	0.7682365	
18.923	0.7682145	
18.924	0.7662829	
18.925	0.7648116	
18.927	0.7633238	
18.928	0.760958	
18.929	0.7584994	
18.931	0.7568293	
18.932	0.7563104	
18.933	0.7554057	
18.935	0.7555596	
18.936	0.7545421	
18.937	0.752561	
18.939	0.7506804	
18.94	0.7495362	
18.941	0.7492732	
18.943	0.7487605	
18.944	0.7478782	
18.945	0.7459621	
18.947	0.7449772	
18.948	0.743719	
18.949	0.7424895	
18.951	0.7421557	
18.952	0.7418041	
18.953	0.7421924	
18.955	0.7407286	
18.956	0.7403658	
18.957	0.7394371	
18.958	0.7386844	
18.96	0.7385427	
18.961	0.7371808	
18.962	0.7360754	
18.964	0.735068	
18.965	0.7337636	
18.966	0.7320008	
18.968	0.7312298	
18.969	0.7306823	
18.97	0.7290802	
18.972	0.727402	
18.973	0.726163	
18.974	0.7249722	
18.976	0.724139	
18.977	0.7228886	
18.978	0.7218699	
18.98	0.7201926	
18.981	0.7194827	
18.982	0.7182568	
18.984	0.7169309	
18.985	0.7161325	
18.986	0.7166061	
18.988	0.7162231	
18.989	0.7146266	
18.99	0.7125	
18.992	0.7117937	
18.993	0.7114711	
18.994	0.7120647	
18.996	0.7119943	
18.997	0.7110076	
18.998	0.7096614	
19	0.7087984	
19.001	0.7073065	
19.002	0.7055697	
19.004	0.7045007	
19.005	0.7036843	
19.006	0.7022443	
19.008	0.7008476	
19.009	0.6991782	
19.01	0.6980892	
19.012	0.6971775	
19.013	0.696367	
19.014	0.6953955	
19.016	0.6941097	
19.017	0.6924095	
19.018	0.6913436	
19.02	0.6894672	
19.021	0.688665	
19.022	0.6872137	
19.024	0.685804	
19.025	0.6841473	
19.026	0.6826534	
19.028	0.681325	
19.029	0.6803141	
19.03	0.6793156	
19.032	0.6782268	
19.033	0.677208	
19.034	0.6763231	
19.036	0.6752207	
19.037	0.6740169	
19.038	0.6739104	
19.04	0.6736555	
19.041	0.6732422	
19.042	0.6723547	
19.044	0.6708357	
19.045	0.6696998	
19.046	0.6697658	
19.048	0.6685585	
19.049	0.6678646	
19.05	0.6668882	
19.052	0.6661921	
19.053	0.6651546	
19.054	0.6633331	
19.056	0.6622074	
19.057	0.6614619	
19.058	0.6606864	
19.06	0.6590706	
19.061	0.6571441	
19.062	0.655259	
19.064	0.6539127	
19.065	0.653152	
19.066	0.652621	
19.068	0.6517743	
19.069	0.6510432	
19.07	0.6496155	
19.072	0.6479826	
19.073	0.6466656	
19.074	0.644938	
19.076	0.6436874	
19.077	0.6425362	
19.078	0.6414361	
19.08	0.6409101	
19.081	0.6402512	
19.082	0.6390079	
19.084	0.6376798	
19.085	0.6360051	
19.086	0.6355903	
19.088	0.6351473	
19.089	0.6340088	
19.09	0.6332426	
19.092	0.632569	
19.093	0.6314922	
19.094	0.6303381	
19.096	0.629114	
19.097	0.6283324	
19.098	0.627745	
19.099	0.6270893	
19.101	0.6259962	
19.102	0.6245598	
19.103	0.6233217	
19.105	0.6220992	
19.106	0.6207679	
19.107	0.6192331	
19.109	0.6181241	
19.11	0.6176423	
19.111	0.6171221	
19.113	0.6159174	
19.114	0.6154014	
19.115	0.614765	
19.117	0.6139824	
19.118	0.6122144	
19.119	0.6104577	
19.121	0.6098968	
19.122	0.6092364	
19.123	0.6083488	
19.125	0.6076155	
19.126	0.6071969	
19.127	0.6065578	
19.129	0.6057757	
19.13	0.605397	
19.131	0.6052443	
19.133	0.6044131	
19.134	0.6032975	
19.135	0.6025192	
19.137	0.6021103	
19.138	0.6020117	
19.139	0.6016822	
19.141	0.6010268	
19.142	0.6004335	
19.143	0.599844	
19.145	0.5988959	
19.146	0.5973492	
19.147	0.5959178	
19.149	0.5950629	
19.15	0.5945971	
19.151	0.594074	
19.153	0.5934739	
19.154	0.5920041	
19.155	0.5906577	
19.157	0.5898826	
19.158	0.5890123	
19.159	0.5879629	
19.161	0.587139	
19.162	0.586794	
19.163	0.5859644	
19.165	0.5839837	
19.166	0.582549	
19.167	0.5816502	
19.169	0.5809802	
19.17	0.5810158	
19.171	0.5810374	
19.173	0.5806681	
19.174	0.5799651	
19.175	0.5788757	
19.177	0.577926	
19.178	0.5769072	
19.179	0.5761142	
19.181	0.5752993	
19.182	0.5741779	
19.183	0.5731315	
19.185	0.5724335	
19.186	0.5716034	
19.187	0.570573	
19.189	0.5696902	
19.19	0.568776	
19.191	0.5672592	
19.193	0.5661705	
19.194	0.5656847	
19.195	0.5650466	
19.197	0.5639385	
19.198	0.5625939	
19.199	0.5616198	
19.201	0.5610434	
19.202	0.5604694	
19.203	0.5599441	
19.205	0.5591875	
19.206	0.5581231	
19.207	0.5575675	
19.209	0.5573809	
19.21	0.556976	
19.211	0.556218	
19.213	0.5555702	
19.214	0.555038	
19.215	0.55449	
19.217	0.5541854	
19.218	0.5536527	
19.219	0.5530613	
19.221	0.5526783	
19.222	0.5530164	
19.223	0.5529075	
19.225	0.5521552	
19.226	0.5511948	
19.227	0.5508012	
19.229	0.5504478	
19.23	0.5500977	
19.231	0.5506238	
19.233	0.5508627	
19.234	0.5503683	
19.235	0.5501079	
19.237	0.549199	
19.238	0.5475969	
19.239	0.5464954	
19.241	0.5460675	
19.242	0.5457355	
19.243	0.5448804	
19.244	0.5442222	
19.246	0.5434383	
19.247	0.5424442	
19.248	0.5424193	
19.25	0.5427435	
19.251	0.5427616	
19.252	0.542688	
19.254	0.5424232	
19.255	0.5422926	
19.256	0.542374	
19.258	0.5423133	
19.259	0.542084	
19.26	0.5416753	
19.262	0.5410903	
19.263	0.5408068	
19.264	0.5402744	
19.266	0.5389436	
19.267	0.5378678	
19.268	0.5368371	
19.27	0.5358821	
19.271	0.535022	
19.272	0.5347446	
19.274	0.5345962	
19.275	0.5335476	
19.276	0.5329111	
19.278	0.5329319	
19.279	0.5332105	
19.28	0.5321816	
19.282	0.5315345	
19.283	0.5310583	
19.284	0.5307119	
19.286	0.5298162	
19.287	0.528411	
19.288	0.5271309	
19.29	0.5261967	
19.291	0.5256465	
19.292	0.5258878	
19.294	0.5253106	
19.295	0.5251579	
19.296	0.5251802	
19.298	0.5241958	
19.299	0.5232779	
19.3	0.5222844	
19.302	0.5214525	
19.303	0.5210101	
19.304	0.5211676	
19.306	0.520995	
19.307	0.5201796	
19.308	0.5196114	
19.31	0.5193768	
19.311	0.5188918	
19.312	0.5189552	
19.314	0.5184502	
19.315	0.5171416	
19.316	0.5158096	
19.318	0.5155831	
19.319	0.5148779	
19.32	0.5144564	
19.322	0.5138282	
19.323	0.5131004	
19.324	0.512903	
19.326	0.512486	
19.327	0.5116665	
19.328	0.5115181	
19.33	0.512107	
19.331	0.5125077	
19.332	0.5126957	
19.334	0.513238	
19.335	0.5132118	
19.336	0.513071	
19.338	0.5131639	
19.339	0.5121042	
19.34	0.5109408	
19.342	0.510885	
19.343	0.5104979	
19.344	0.5097135	
19.346	0.5086706	
19.347	0.508283	
19.348	0.5077863	
19.35	0.5071087	
19.351	0.5065945	
19.352	0.5063128	
19.354	0.5065171	
19.355	0.5066979	
19.356	0.5063374	
19.358	0.5059316	
19.359	0.5045968	
19.36	0.5043563	
19.362	0.5039346	
19.363	0.5030737	
19.364	0.5032416	
19.366	0.5029253	
19.367	0.5028364	
19.368	0.5028216	
19.37	0.5031105	
19.371	0.5024964	
19.372	0.5013405	
19.374	0.5011204	
19.375	0.501393	
19.376	0.5019707	
19.378	0.5023711	
19.379	0.5016552	
19.38	0.5012766	
19.382	0.5011729	
19.383	0.5014212	
19.384	0.5009487	
19.385	0.5008332	
19.387	0.4995278	
19.388	0.4988188	
19.389	0.4976024	
19.391	0.4974203	
19.392	0.4974459	
19.393	0.4967778	
19.395	0.4961445	
19.396	0.4945162	
19.397	0.4927264	
19.399	0.4915997	
19.4	0.4908873	
19.401	0.490431	
19.403	0.4903043	
19.404	0.4898767	
19.405	0.4901099	
19.407	0.4903207	
19.408	0.4900585	
19.409	0.4892133	
19.411	0.4887087	
19.412	0.4887263	
19.413	0.4887911	
19.415	0.4881361	
19.416	0.4881796	
19.417	0.4875508	
19.419	0.4873088	
19.42	0.4862527	
19.421	0.4853366	
19.423	0.4855015	
19.424	0.4852618	
19.425	0.4853638	
19.427	0.4851586	
19.428	0.4841574	
19.429	0.4840654	
19.431	0.483566	
19.432	0.4832877	
19.433	0.4829066	
19.435	0.48274	
19.436	0.4817596	
19.437	0.4815544	
19.439	0.4820276	
19.44	0.4816003	
19.441	0.4802519	
19.443	0.4792426	
19.444	0.4786037	
19.445	0.4780442	
19.447	0.4768302	
19.448	0.4773049	
19.449	0.4761447	
19.451	0.4749552	
19.452	0.4746973	
19.453	0.47525	
19.455	0.4754559	
19.456	0.4766507	
19.457	0.4757687	
19.459	0.4751855	
19.46	0.4753379	
19.461	0.4758974	
19.463	0.4757684	
19.464	0.4763574	
19.465	0.4763463	
19.467	0.4751922	
19.468	0.4746666	
19.469	0.4747802	
19.471	0.4748827	
19.472	0.4744433	
19.473	0.4739983	
19.475	0.4730988	
19.476	0.4725149	
19.477	0.471864	
19.479	0.4708961	
19.48	0.4703977	
19.481	0.470637	
19.483	0.4700288	
19.484	0.4701938	
19.485	0.469937	
19.487	0.4706058	
19.488	0.470842	
19.489	0.4703431	
19.491	0.4694688	
19.492	0.4700659	
19.493	0.4695573	
19.495	0.4693811	
19.496	0.4690278	
19.497	0.4684297	
19.499	0.4673396	
19.5	0.4669179	
19.501	0.4668907	
19.503	0.4665854	
19.504	0.4667611	
19.505	0.4644588	
19.507	0.4646409	
19.508	0.4646732	
19.509	0.4632749	
19.511	0.4621785	
19.512	0.4627748	
19.513	0.4625273	
19.515	0.4618843	
19.516	0.4619067	
19.517	0.4617411	
19.519	0.4613767	
19.52	0.4606404	
19.521	0.4600677	
19.523	0.4586951	
19.524	0.4588918	
19.525	0.4579372	
19.526	0.4569709	
19.528	0.4563413	
19.529	0.4566394	
19.53	0.4560978	
19.532	0.4570634	
19.533	0.4574699	
19.534	0.4571881	
19.536	0.4565265	
19.537	0.4556006	
19.538	0.4546603	
19.54	0.4545323	
19.541	0.4548856	
19.542	0.4548305	
19.544	0.4543364	
19.545	0.4545108	
19.546	0.4534532	
19.548	0.452987	
19.549	0.45217	
19.55	0.4511917	
19.552	0.4502626	
19.553	0.4495381	
19.554	0.4486876	
19.556	0.4481246	
19.557	0.4477956	
19.558	0.4470028	
19.56	0.446479	
19.561	0.4457722	
19.562	0.444989	
19.564	0.44448	
19.565	0.4443424	
19.566	0.4439502	
19.568	0.443521	
19.569	0.4429913	
19.57	0.4426333	
19.572	0.4429902	
19.573	0.4426636	
19.574	0.4423363	
19.576	0.4426089	
19.577	0.4428169	
19.578	0.4418873	
19.58	0.4426473	
19.581	0.4427787	
19.582	0.4426912	
19.584	0.4427842	
19.585	0.4422392	
19.586	0.4421964	
19.588	0.4421677	
19.589	0.4426239	
19.59	0.4424579	
19.592	0.4426988	
19.593	0.4417602	
19.594	0.4415711	
19.596	0.4410928	
19.597	0.4407848	
19.598	0.4394188	
19.6	0.4386215	
19.601	0.4391787	
19.602	0.4388983	
19.604	0.4390337	
19.605	0.438516	
19.606	0.4378261	
19.608	0.4377054	
19.609	0.4382228	
19.61	0.4386175	
19.612	0.438382	
19.613	0.4387109	
19.614	0.4386439	
19.616	0.4387016	
19.617	0.4389	
19.618	0.4390574	
