Chrom.1 (5)		Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
18.004	0.08995386	18.004	0.4666957	18.004	0.1195601	18.004	-0.1134387	18.004	-0.08681283	18.004	-0.09555469	
18.005	0.08824314	18.005	0.4634684	18.005	0.117318	18.005	-0.1142813	18.005	-0.08639408	18.005	-0.09567104	
18.006	0.08560947	18.006	0.4612895	18.006	0.1148048	18.006	-0.1143268	18.006	-0.08593573	18.006	-0.09570627	
18.008	0.08342119	18.008	0.4584534	18.008	0.1125327	18.007	-0.1142099	18.008	-0.08603878	18.008	-0.09567299	
18.009	0.08157694	18.009	0.4554446	18.009	0.1108035	18.009	-0.1144596	18.009	-0.08564725	18.009	-0.09545648	
18.01	0.08083299	18.01	0.4524823	18.01	0.1087042	18.01	-0.1152436	18.01	-0.08617267	18.01	-0.09484281	
18.012	0.07839969	18.012	0.4492284	18.012	0.1064927	18.011	-0.1158813	18.012	-0.08705751	18.012	-0.09455227	
18.013	0.07652116	18.013	0.4452399	18.013	0.1046479	18.013	-0.1162694	18.013	-0.08679852	18.013	-0.09461285	
18.014	0.07493114	18.014	0.441014	18.014	0.1030731	18.014	-0.1165217	18.014	-0.08719924	18.014	-0.09470733	
18.016	0.07383051	18.016	0.4373239	18.016	0.1014897	18.015	-0.1169297	18.016	-0.08816397	18.016	-0.09483647	
18.017	0.07200991	18.017	0.433823	18.017	0.09903975	18.017	-0.1179017	18.017	-0.08811525	18.017	-0.09522469	
18.018	0.07030234	18.018	0.430327	18.018	0.09605884	18.018	-0.1185214	18.018	-0.08837096	18.018	-0.09503047	
18.02	0.06969984	18.02	0.4266755	18.02	0.09404958	18.019	-0.1184244	18.02	-0.08884177	18.02	-0.09490001	
18.021	0.06795549	18.021	0.4228311	18.021	0.09220619	18.021	-0.1184149	18.021	-0.08929347	18.021	-0.09496118	
18.022	0.06601552	18.022	0.4188614	18.022	0.09022142	18.022	-0.1184023	18.022	-0.08982641	18.022	-0.0951361	
18.024	0.06487804	18.024	0.4154694	18.023	0.08842096	18.023	-0.1184141	18.024	-0.08962318	18.024	-0.09521103	
18.025	0.06338656	18.025	0.4119548	18.025	0.08666892	18.025	-0.1186878	18.025	-0.08939561	18.025	-0.09501895	
18.026	0.06229538	18.026	0.4086099	18.026	0.08521789	18.026	-0.1183669	18.026	-0.08946478	18.026	-0.09490529	
18.028	0.06164822	18.028	0.4058793	18.027	0.08416703	18.027	-0.1172538	18.028	-0.08963703	18.028	-0.09458338	
18.029	0.06028851	18.029	0.4032903	18.029	0.08289602	18.029	-0.1176358	18.029	-0.08983424	18.029	-0.09374297	
18.03	0.05829876	18.03	0.400896	18.03	0.08054516	18.03	-0.1184799	18.03	-0.09074439	18.03	-0.09378689	
18.032	0.05585178	18.032	0.3974413	18.031	0.07821032	18.031	-0.1187274	18.032	-0.09131977	18.032	-0.09451074	
18.033	0.05416011	18.033	0.3940252	18.033	0.07623067	18.033	-0.118781	18.033	-0.09154117	18.033	-0.09465418	
18.034	0.054442	18.034	0.3910731	18.034	0.07412207	18.034	-0.1187176	18.034	-0.0923652	18.034	-0.0944974	
18.036	0.05413956	18.035	0.3883404	18.035	0.07223474	18.035	-0.1192456	18.036	-0.093419	18.036	-0.09492831	
18.037	0.05400712	18.037	0.3855983	18.037	0.07021163	18.037	-0.1196571	18.037	-0.0942015	18.037	-0.09539932	
18.038	0.05450956	18.038	0.3823505	18.038	0.06772096	18.038	-0.119725	18.038	-0.09397776	18.038	-0.09576746	
18.04	0.05382494	18.039	0.3792058	18.039	0.06486484	18.039	-0.1200749	18.04	-0.09365506	18.04	-0.09662797	
18.041	0.05239413	18.041	0.3760576	18.041	0.0624923	18.041	-0.1199069	18.041	-0.09472167	18.041	-0.09735768	
18.042	0.05117994	18.042	0.3723167	18.042	0.06085991	18.042	-0.119301	18.042	-0.0956177	18.042	-0.0973874	
18.044	0.04963763	18.043	0.3691461	18.043	0.05928878	18.043	-0.1188406	18.044	-0.09566103	18.044	-0.09737442	
18.045	0.04803689	18.045	0.365436	18.045	0.05687965	18.045	-0.1183949	18.045	-0.09504076	18.045	-0.09724461	
18.046	0.04710376	18.046	0.3624991	18.046	0.0539525	18.046	-0.1175771	18.046	-0.09474915	18.046	-0.09666074	
18.048	0.0462577	18.047	0.359854	18.047	0.05146454	18.047	-0.1173545	18.048	-0.09557708	18.048	-0.09677902	
18.049	0.04504928	18.049	0.356443	18.049	0.04913882	18.049	-0.1170351	18.049	-0.09654491	18.049	-0.09673712	
18.05	0.04374591	18.05	0.3533729	18.05	0.04714152	18.05	-0.1165098	18.05	-0.09693941	18.05	-0.09690758	
18.052	0.04173985	18.051	0.3503704	18.051	0.04602817	18.051	-0.1166961	18.052	-0.09713934	18.052	-0.09657613	
18.053	0.03994838	18.053	0.3473973	18.053	0.04481367	18.053	-0.1168806	18.053	-0.0970898	18.053	-0.09630993	
18.054	0.03945074	18.054	0.3445341	18.054	0.04290064	18.054	-0.116662	18.054	-0.09697732	18.054	-0.0970906	
18.056	0.03925193	18.055	0.3406351	18.055	0.040828	18.055	-0.1162851	18.056	-0.09749336	18.056	-0.09800453	
18.057	0.03856587	18.057	0.3362351	18.057	0.03882923	18.057	-0.1154787	18.057	-0.09854542	18.057	-0.09839934	
18.058	0.03897201	18.058	0.3325197	18.058	0.03673762	18.058	-0.1152096	18.058	-0.09937809	18.058	-0.09892997	
18.06	0.03833023	18.059	0.3294349	18.059	0.03419135	18.059	-0.1157107	18.06	-0.09970009	18.06	-0.0991829	
18.061	0.03647029	18.061	0.3260285	18.061	0.03228492	18.061	-0.1160342	18.061	-0.09945975	18.061	-0.09915517	
18.062	0.03503486	18.062	0.3228875	18.062	0.03078618	18.062	-0.1160272	18.062	-0.09987873	18.062	-0.09943359	
18.064	0.03369126	18.063	0.3199617	18.063	0.02863312	18.063	-0.1161303	18.064	-0.1002478	18.064	-0.09963005	
18.065	0.03272889	18.065	0.3171428	18.065	0.02617808	18.065	-0.1167374	18.065	-0.1003639	18.065	-0.1000517	
18.066	0.03166204	18.066	0.3139486	18.066	0.02331338	18.066	-0.1173127	18.066	-0.1003976	18.066	-0.1000095	
18.068	0.03052106	18.067	0.310863	18.067	0.02091932	18.067	-0.1176067	18.068	-0.1004307	18.068	-0.0994472	
18.069	0.02901317	18.069	0.3080072	18.069	0.01907634	18.069	-0.1177325	18.069	-0.1009724	18.069	-0.09890307	
18.07	0.02831662	18.07	0.3052849	18.07	0.01767597	18.07	-0.1174571	18.07	-0.1008639	18.07	-0.09873703	
18.072	0.02837932	18.071	0.3022864	18.071	0.01573738	18.071	-0.117433	18.072	-0.1003096	18.072	-0.09879257	
18.073	0.0281797	18.073	0.2989352	18.073	0.01355565	18.073	-0.1173856	18.073	-0.1004033	18.073	-0.09881628	
18.074	0.02807051	18.074	0.295388	18.074	0.01174586	18.074	-0.1177769	18.074	-0.1013571	18.074	-0.09927368	
18.076	0.02726034	18.075	0.2924186	18.075	0.01003084	18.075	-0.1181942	18.076	-0.1028419	18.076	-0.09961411	
18.077	0.02605256	18.077	0.2888152	18.077	0.008479566	18.077	-0.1180113	18.077	-0.1035283	18.077	-0.1004362	
18.078	0.02545852	18.078	0.2849784	18.078	0.007144063	18.078	-0.1180987	18.078	-0.103406	18.078	-0.101083	
18.08	0.0254059	18.079	0.2824535	18.079	0.006096063	18.079	-0.1186767	18.08	-0.1041399	18.08	-0.1010533	
18.081	0.02552816	18.081	0.2803675	18.081	0.004347221	18.081	-0.1194935	18.081	-0.10439	18.081	-0.1011791	
18.082	0.02516355	18.082	0.2774806	18.082	0.001724086	18.082	-0.1200526	18.082	-0.1042428	18.082	-0.1015858	
18.084	0.0243902	18.083	0.2743849	18.083	-6.74894E-05	18.083	-0.1204467	18.084	-0.1051476	18.084	-0.1016666	
18.085	0.02318028	18.085	0.2715336	18.085	-0.001431803	18.085	-0.1212055	18.085	-0.1068118	18.085	-0.1019141	
18.086	0.02134064	18.086	0.2690868	18.086	-0.003435423	18.086	-0.1217049	18.086	-0.1078762	18.086	-0.1018539	
18.088	0.02056012	18.087	0.266744	18.087	-0.006051185	18.087	-0.1219599	18.088	-0.1080423	18.088	-0.1016336	
18.089	0.02037375	18.089	0.2645322	18.089	-0.007913764	18.089	-0.122222	18.089	-0.1085956	18.089	-0.1019295	
18.09	0.0190833	18.09	0.2617859	18.09	-0.009444219	18.09	-0.1223136	18.09	-0.1098273	18.09	-0.1021123	
18.092	0.01742242	18.091	0.2585464	18.091	-0.01150111	18.091	-0.1221024	18.092	-0.1107003	18.092	-0.1022278	
18.093	0.01672257	18.093	0.2555628	18.093	-0.01373798	18.093	-0.1214337	18.093	-0.1106791	18.093	-0.1022789	
18.094	0.01589185	18.094	0.2528196	18.094	-0.01597113	18.094	-0.1218123	18.094	-0.1108138	18.094	-0.1020886	
18.096	0.01471711	18.095	0.250321	18.095	-0.01796292	18.095	-0.1226844	18.096	-0.1114222	18.096	-0.1023108	
18.097	0.01341884	18.097	0.2473958	18.097	-0.01869575	18.097	-0.1222959	18.097	-0.1118221	18.097	-0.1029774	
18.098	0.01230935	18.098	0.2445076	18.098	-0.01974389	18.098	-0.1223014	18.098	-0.1122134	18.098	-0.1031773	
18.1	0.01176039	18.099	0.2414132	18.099	-0.0213592	18.099	-0.1229595	18.1	-0.1128051	18.1	-0.1035217	
18.101	0.01014783	18.101	0.237905	18.101	-0.02316411	18.101	-0.1235094	18.101	-0.1130676	18.101	-0.1039601	
18.102	0.008232886	18.102	0.2353715	18.102	-0.02579488	18.102	-0.1236331	18.102	-0.1129617	18.102	-0.1041945	
18.104	0.006481925	18.103	0.2330203	18.103	-0.02823695	18.103	-0.1236585	18.104	-0.1130097	18.104	-0.1048014	
18.105	0.004503876	18.105	0.2306318	18.105	-0.03012728	18.105	-0.1240906	18.105	-0.1131358	18.105	-0.1046816	
18.106	0.003416472	18.106	0.228175	18.106	-0.03105333	18.106	-0.1251009	18.106	-0.1142141	18.106	-0.1037748	
18.108	0.002698072	18.107	0.2263106	18.107	-0.03158788	18.107	-0.1260979	18.108	-0.1149267	18.108	-0.1031705	
18.109	0.001855918	18.109	0.2247556	18.109	-0.03249481	18.109	-0.1261435	18.109	-0.1147069	18.109	-0.1034145	
18.11	0.001296722	18.11	0.222896	18.11	-0.03416612	18.11	-0.1260804	18.11	-0.1154734	18.11	-0.1040074	
18.111	0.0002933947	18.111	0.221307	18.111	-0.03539872	18.111	-0.1265732	18.112	-0.1164455	18.111	-0.1042242	
18.113	-0.0009446241	18.113	0.2189622	18.113	-0.03665414	18.113	-0.1272213	18.113	-0.1165917	18.113	-0.1045534	
18.114	-0.001726293	18.114	0.2161066	18.114	-0.03890117	18.114	-0.1275679	18.114	-0.116563	18.114	-0.1050441	
18.115	-0.002409733	18.115	0.2141329	18.115	-0.04062416	18.115	-0.1276785	18.115	-0.1164816	18.115	-0.1050466	
18.117	-0.003566022	18.117	0.2121205	18.117	-0.04170796	18.117	-0.1282078	18.117	-0.1163883	18.117	-0.1055942	
18.118	-0.004021892	18.118	0.2101332	18.118	-0.04340669	18.118	-0.1288087	18.118	-0.1165867	18.118	-0.1060801	
18.119	-0.004415387	18.119	0.2079869	18.119	-0.04511352	18.119	-0.1291658	18.119	-0.1167085	18.119	-0.1065435	
18.121	-0.005354829	18.121	0.2058438	18.121	-0.04676409	18.121	-0.1292867	18.121	-0.1171354	18.121	-0.106743	
18.122	-0.00633445	18.122	0.2041682	18.122	-0.04798729	18.122	-0.1289821	18.122	-0.1175022	18.122	-0.1067147	
18.123	-0.00716485	18.123	0.2025148	18.123	-0.04939457	18.123	-0.1297477	18.123	-0.1176667	18.123	-0.1071187	
18.125	-0.008509501	18.125	0.2005506	18.125	-0.05084423	18.125	-0.1305894	18.125	-0.1182098	18.125	-0.1074608	
18.126	-0.01072395	18.126	0.1981269	18.126	-0.05148851	18.126	-0.1307827	18.126	-0.1189536	18.126	-0.1074813	
18.127	-0.0120013	18.127	0.1961419	18.127	-0.0523015	18.127	-0.1302855	18.127	-0.1200048	18.127	-0.1079005	
18.129	-0.01220796	18.129	0.194315	18.129	-0.0535923	18.129	-0.1301346	18.129	-0.1205222	18.129	-0.1081441	
18.13	-0.01290441	18.13	0.1920105	18.13	-0.0546317	18.13	-0.1304983	18.13	-0.1211722	18.13	-0.1089576	
18.131	-0.01392312	18.131	0.1898042	18.131	-0.05593063	18.131	-0.1304161	18.131	-0.1216648	18.131	-0.1094036	
18.133	-0.01491027	18.133	0.1878597	18.133	-0.05670175	18.133	-0.1301769	18.133	-0.1220515	18.133	-0.1095187	
18.134	-0.01585299	18.134	0.1856352	18.134	-0.05755947	18.134	-0.130388	18.134	-0.1228752	18.134	-0.1099121	
18.135	-0.01673625	18.135	0.1831604	18.135	-0.05933661	18.135	-0.130487	18.135	-0.1231005	18.135	-0.1104366	
18.137	-0.01801202	18.137	0.1809271	18.137	-0.06077594	18.137	-0.130441	18.137	-0.1235469	18.137	-0.1107776	
18.138	-0.01977953	18.138	0.1790512	18.138	-0.06242553	18.138	-0.1306065	18.138	-0.1249773	18.138	-0.1101995	
18.139	-0.02157177	18.139	0.1767789	18.139	-0.06334434	18.139	-0.1307565	18.139	-0.1256867	18.139	-0.1101604	
18.141	-0.02297992	18.141	0.1739807	18.141	-0.06447097	18.141	-0.1305983	18.141	-0.1253141	18.141	-0.1102822	
18.142	-0.02372367	18.142	0.1715951	18.142	-0.0653063	18.142	-0.1301589	18.142	-0.1250745	18.142	-0.110638	
18.143	-0.02417259	18.143	0.169679	18.143	-0.06621886	18.143	-0.1296434	18.143	-0.125006	18.143	-0.1111287	
18.145	-0.02459897	18.145	0.1679557	18.145	-0.06855655	18.145	-0.129578	18.145	-0.1256724	18.145	-0.1113874	
18.146	-0.02448711	18.146	0.1654235	18.146	-0.07140108	18.146	-0.1287703	18.146	-0.1257772	18.146	-0.1117841	
18.147	-0.02507634	18.147	0.1626077	18.147	-0.07272509	18.147	-0.1280283	18.147	-0.1255892	18.147	-0.1127076	
18.149	-0.02598639	18.149	0.1606309	18.149	-0.07316919	18.149	-0.1279408	18.149	-0.1259607	18.149	-0.113179	
18.15	-0.02659207	18.15	0.1591197	18.15	-0.07403716	18.15	-0.1278459	18.15	-0.1263319	18.15	-0.1128832	
18.151	-0.02737428	18.151	0.1573513	18.151	-0.07464301	18.151	-0.127145	18.151	-0.1266591	18.151	-0.1129212	
18.153	-0.02818901	18.153	0.1553189	18.153	-0.07560302	18.152	-0.1268654	18.153	-0.1265835	18.153	-0.1136711	
18.154	-0.0293442	18.154	0.1530935	18.154	-0.07655177	18.154	-0.126767	18.154	-0.1268086	18.154	-0.1142806	
18.155	-0.03098488	18.155	0.1510013	18.155	-0.07793819	18.155	-0.1268095	18.155	-0.1269715	18.155	-0.1145196	
18.157	-0.0320813	18.157	0.1494567	18.157	-0.07876699	18.156	-0.1273095	18.157	-0.1267875	18.157	-0.1149918	
18.158	-0.0323477	18.158	0.1478086	18.158	-0.08014705	18.158	-0.1276683	18.158	-0.12664	18.158	-0.1154047	
18.159	-0.03350233	18.159	0.1460018	18.159	-0.08185712	18.159	-0.1277686	18.159	-0.1266811	18.159	-0.1155021	
18.161	-0.03483222	18.161	0.1442625	18.161	-0.08351919	18.16	-0.1280332	18.161	-0.1270554	18.161	-0.1154408	
18.162	-0.03587776	18.162	0.1423139	18.162	-0.08478368	18.162	-0.1279437	18.162	-0.1269736	18.162	-0.1153345	
18.163	-0.03661596	18.163	0.1401845	18.163	-0.08676571	18.163	-0.1280657	18.163	-0.1271985	18.163	-0.1150989	
18.165	-0.03693903	18.165	0.138519	18.164	-0.088597	18.164	-0.1286222	18.165	-0.1268887	18.165	-0.1148611	
18.166	-0.03769097	18.166	0.1378653	18.166	-0.09072725	18.166	-0.1285457	18.166	-0.1265236	18.166	-0.1145445	
18.167	-0.03805564	18.167	0.1370128	18.167	-0.09229407	18.167	-0.1280192	18.167	-0.1265621	18.167	-0.1142839	
18.169	-0.03794345	18.169	0.1350194	18.168	-0.09235286	18.168	-0.1282223	18.169	-0.1271045	18.169	-0.1142321	
18.17	-0.03840823	18.17	0.1327487	18.17	-0.09276619	18.17	-0.1287406	18.17	-0.1277218	18.17	-0.1137066	
18.171	-0.03900937	18.171	0.1308565	18.171	-0.09376734	18.171	-0.1286604	18.171	-0.1283313	18.171	-0.1135402	
18.173	-0.03948939	18.173	0.1290875	18.172	-0.09517587	18.172	-0.128183	18.173	-0.1282658	18.173	-0.1147719	
18.174	-0.04030057	18.174	0.127112	18.174	-0.09709215	18.174	-0.1273428	18.174	-0.1273285	18.174	-0.1155085	
18.175	-0.0409156	18.175	0.1251897	18.175	-0.09883607	18.175	-0.1276174	18.175	-0.1272098	18.175	-0.1149704	
18.177	-0.04156591	18.176	0.1234518	18.176	-0.09969354	18.176	-0.1278851	18.177	-0.1270886	18.177	-0.1144522	
18.178	-0.04248445	18.178	0.1211332	18.178	-0.1003903	18.178	-0.1275416	18.178	-0.1267523	18.178	-0.1144618	
18.179	-0.04349753	18.179	0.1188711	18.179	-0.1007346	18.179	-0.1273634	18.179	-0.1273343	18.179	-0.1148346	
18.181	-0.04458762	18.18	0.1168786	18.18	-0.1015322	18.18	-0.1279924	18.181	-0.1281953	18.181	-0.1157441	
18.182	-0.04549675	18.182	0.1149049	18.182	-0.1025841	18.182	-0.1286382	18.182	-0.1285478	18.182	-0.1158926	
18.183	-0.04598098	18.183	0.113306	18.183	-0.1037888	18.183	-0.1284184	18.183	-0.1289209	18.183	-0.1155984	
18.185	-0.04678083	18.184	0.1115063	18.184	-0.1047676	18.184	-0.1274871	18.185	-0.1289845	18.185	-0.1149803	
18.186	-0.04789768	18.186	0.1097377	18.186	-0.1061815	18.186	-0.1270935	18.186	-0.128783	18.186	-0.1153564	
18.187	-0.04807411	18.187	0.1082974	18.187	-0.1069776	18.187	-0.1273791	18.187	-0.1282736	18.187	-0.115117	
18.189	-0.04844134	18.188	0.1061157	18.188	-0.1087097	18.188	-0.1280398	18.189	-0.1283312	18.189	-0.1145502	
18.19	-0.04900346	18.19	0.1047046	18.19	-0.1099354	18.19	-0.1280735	18.19	-0.1286096	18.19	-0.11445	
18.191	-0.04927522	18.191	0.1035493	18.191	-0.1115565	18.191	-0.1277652	18.191	-0.1277783	18.191	-0.1143259	
18.193	-0.04938048	18.192	0.1022693	18.192	-0.1124231	18.192	-0.1280657	18.193	-0.1274794	18.193	-0.1144159	
18.194	-0.04889172	18.194	0.1004734	18.194	-0.1133593	18.194	-0.1284424	18.194	-0.128061	18.194	-0.1142665	
18.195	-0.04863467	18.195	0.09901142	18.195	-0.114707	18.195	-0.1284955	18.195	-0.1283019	18.195	-0.1140088	
18.197	-0.04927279	18.196	0.09754447	18.196	-0.1163015	18.196	-0.1286826	18.197	-0.128547	18.197	-0.1128279	
18.198	-0.05002989	18.198	0.09587462	18.198	-0.1175126	18.198	-0.1286423	18.198	-0.1287525	18.198	-0.1122851	
18.199	-0.05090541	18.199	0.0947454	18.199	-0.1189856	18.199	-0.1290816	18.199	-0.1287197	18.199	-0.1121883	
18.201	-0.05186583	18.2	0.09354678	18.2	-0.1198414	18.2	-0.128675	18.201	-0.1284851	18.201	-0.1125224	
18.202	-0.05265889	18.202	0.09231265	18.202	-0.1197822	18.202	-0.1289539	18.202	-0.1287593	18.202	-0.1128782	
18.203	-0.05298919	18.203	0.09096635	18.203	-0.1205959	18.203	-0.129591	18.203	-0.1284952	18.203	-0.1129294	
18.205	-0.0532317	18.204	0.08906624	18.204	-0.1211431	18.204	-0.1296392	18.205	-0.1274769	18.205	-0.1133552	
18.206	-0.05303793	18.206	0.08716429	18.206	-0.1222194	18.206	-0.1290708	18.206	-0.127662	18.206	-0.1141331	
18.207	-0.05309695	18.207	0.08640814	18.207	-0.1233866	18.207	-0.1292818	18.207	-0.129216	18.207	-0.1143348	
18.209	-0.05344838	18.208	0.08577511	18.208	-0.1247402	18.208	-0.1298134	18.209	-0.1294269	18.209	-0.1147702	
18.21	-0.0543718	18.21	0.08478862	18.21	-0.1253241	18.21	-0.1303824	18.21	-0.1301665	18.21	-0.1151126	
18.211	-0.0558466	18.211	0.08350579	18.211	-0.1254825	18.211	-0.1307875	18.211	-0.1307249	18.211	-0.1152174	
18.213	-0.05720119	18.212	0.08273624	18.212	-0.1253224	18.212	-0.1319562	18.213	-0.1315636	18.213	-0.1156417	
18.214	-0.0577889	18.214	0.08189187	18.214	-0.1262451	18.214	-0.1325766	18.214	-0.1329317	18.214	-0.1152562	
18.215	-0.05780546	18.215	0.08033916	18.215	-0.1273011	18.215	-0.1332031	18.215	-0.1332148	18.215	-0.1149016	
18.217	-0.0580909	18.216	0.07865113	18.216	-0.1286062	18.216	-0.1334514	18.217	-0.1333666	18.217	-0.1155818	
18.218	-0.05797438	18.218	0.07765333	18.218	-0.1299116	18.218	-0.1342788	18.218	-0.1329949	18.218	-0.1164092	
18.219	-0.05795798	18.219	0.07672275	18.219	-0.1308153	18.219	-0.1338096	18.219	-0.1322035	18.219	-0.1164272	
18.221	-0.05762222	18.22	0.07573783	18.22	-0.1314973	18.22	-0.1333998	18.221	-0.1326458	18.221	-0.1160895	
18.222	-0.05716354	18.222	0.07437489	18.222	-0.1320322	18.222	-0.1338565	18.222	-0.1332957	18.222	-0.1166592	
18.223	-0.05663738	18.223	0.07319976	18.223	-0.1333737	18.223	-0.134037	18.223	-0.1340529	18.223	-0.115782	
18.225	-0.05666537	18.224	0.07250719	18.224	-0.1343561	18.224	-0.1346526	18.225	-0.1346759	18.225	-0.1159792	
18.226	-0.05592596	18.226	0.07135341	18.226	-0.1350198	18.226	-0.1355474	18.226	-0.1358876	18.226	-0.1159405	
18.227	-0.05522699	18.227	0.07034457	18.227	-0.1355182	18.227	-0.1351344	18.227	-0.1360873	18.227	-0.116538	
18.229	-0.05552313	18.228	0.06956203	18.228	-0.1361986	18.228	-0.1346926	18.229	-0.1372129	18.229	-0.1169751	
18.23	-0.05573644	18.23	0.06855201	18.23	-0.1366975	18.23	-0.1345131	18.23	-0.1380885	18.23	-0.1169421	
18.231	-0.05656646	18.231	0.06730676	18.231	-0.137268	18.231	-0.1341315	18.231	-0.1389836	18.231	-0.1171425	
18.233	-0.05598866	18.232	0.06650844	18.232	-0.137088	18.232	-0.1338944	18.233	-0.1399067	18.233	-0.1172523	
18.234	-0.05571497	18.234	0.06601359	18.234	-0.1367842	18.234	-0.1347876	18.234	-0.1404497	18.234	-0.1175759	
18.235	-0.05602362	18.235	0.06489208	18.235	-0.1378383	18.235	-0.1349168	18.235	-0.1407234	18.235	-0.1177476	
18.237	-0.05580782	18.236	0.06369116	18.236	-0.1392045	18.236	-0.1348769	18.237	-0.14011	18.237	-0.11816	
18.238	-0.05574313	18.238	0.06340599	18.238	-0.1399424	18.238	-0.1354307	18.238	-0.140647	18.238	-0.1185004	
18.239	-0.0570865	18.239	0.06242482	18.239	-0.140551	18.239	-0.1352653	18.239	-0.1405834	18.239	-0.1180572	
18.241	-0.05706892	18.24	0.06187839	18.24	-0.1420317	18.24	-0.1362707	18.241	-0.1408816	18.241	-0.1182318	
18.242	-0.05675533	18.242	0.0604567	18.242	-0.1432946	18.242	-0.1366685	18.242	-0.1409395	18.242	-0.1196159	
18.243	-0.05674746	18.243	0.05849207	18.243	-0.144627	18.243	-0.1372673	18.243	-0.1403484	18.243	-0.1203609	
18.245	-0.05675783	18.244	0.05716696	18.244	-0.1457376	18.244	-0.1376033	18.245	-0.1405713	18.245	-0.1201283	
18.246	-0.05639612	18.246	0.05637959	18.246	-0.1469852	18.246	-0.1381364	18.246	-0.1405885	18.246	-0.1207318	
18.247	-0.05662356	18.247	0.05562484	18.247	-0.1473443	18.247	-0.1377719	18.247	-0.1401853	18.247	-0.1202037	
18.249	-0.0567397	18.248	0.05521625	18.248	-0.1486414	18.248	-0.1371046	18.249	-0.1409398	18.249	-0.120682	
18.25	-0.05709097	18.25	0.05456034	18.25	-0.1492504	18.25	-0.1364209	18.25	-0.1411504	18.25	-0.1212561	
18.251	-0.05637815	18.251	0.05366198	18.251	-0.1499594	18.251	-0.1369363	18.251	-0.1409752	18.251	-0.1217317	
18.252	-0.05553171	18.252	0.0528958	18.252	-0.1505385	18.252	-0.1376478	18.253	-0.1416061	18.252	-0.1214831	
18.254	-0.05616474	18.254	0.05220259	18.254	-0.1517624	18.254	-0.1371891	18.254	-0.1419992	18.254	-0.1210092	
18.255	-0.05681169	18.255	0.05147315	18.255	-0.1517709	18.255	-0.1373281	18.255	-0.1418241	18.255	-0.121301	
18.256	-0.05690848	18.256	0.05015429	18.256	-0.1521823	18.256	-0.1373341	18.256	-0.1419609	18.256	-0.1203447	
18.258	-0.05809274	18.258	0.04891678	18.258	-0.1516845	18.258	-0.1380955	18.258	-0.1422707	18.258	-0.1210566	
18.259	-0.05827747	18.259	0.0483024	18.259	-0.1528472	18.259	-0.1375853	18.259	-0.1426296	18.259	-0.1215101	
18.26	-0.05871314	18.26	0.0479977	18.26	-0.1534245	18.26	-0.1372307	18.26	-0.1427212	18.26	-0.1214573	
18.262	-0.0596464	18.262	0.04650801	18.262	-0.1527703	18.262	-0.1374496	18.262	-0.1430998	18.262	-0.1218613	
18.263	-0.05998706	18.263	0.04539938	18.263	-0.1523149	18.263	-0.1369038	18.263	-0.1430425	18.263	-0.1226154	
18.264	-0.05948151	18.264	0.04482497	18.264	-0.1529945	18.264	-0.1370152	18.264	-0.1436857	18.264	-0.1224901	
18.266	-0.0587131	18.266	0.0440033	18.266	-0.1530162	18.266	-0.1362836	18.266	-0.1443587	18.266	-0.1224399	
18.267	-0.05782671	18.267	0.04357197	18.267	-0.1536655	18.267	-0.1366884	18.267	-0.1449664	18.267	-0.1228034	
18.268	-0.05750525	18.268	0.04298082	18.268	-0.1551279	18.268	-0.1366662	18.268	-0.1448606	18.268	-0.1231209	
18.27	-0.05747156	18.27	0.04218937	18.27	-0.1565898	18.27	-0.136682	18.27	-0.1450991	18.27	-0.1232438	
18.271	-0.05733986	18.271	0.04156675	18.271	-0.1577225	18.271	-0.1374297	18.271	-0.1458476	18.271	-0.1230372	
18.272	-0.05801151	18.272	0.04123704	18.272	-0.1584682	18.272	-0.1376811	18.272	-0.1454023	18.272	-0.1216938	
18.274	-0.05935323	18.274	0.04003029	18.274	-0.1583557	18.274	-0.1381278	18.274	-0.144915	18.274	-0.1216459	
18.275	-0.05977447	18.275	0.03866116	18.275	-0.1587112	18.275	-0.1373556	18.275	-0.1457271	18.275	-0.1213924	
18.276	-0.0597134	18.276	0.03696949	18.276	-0.1596276	18.276	-0.1371701	18.276	-0.1453732	18.276	-0.1206554	
18.278	-0.05887106	18.278	0.03645615	18.278	-0.1602584	18.278	-0.1373974	18.278	-0.1451407	18.278	-0.1203771	
18.279	-0.05926905	18.279	0.03621431	18.279	-0.161037	18.279	-0.1371633	18.279	-0.1448444	18.279	-0.1198872	
18.28	-0.05993688	18.28	0.03589247	18.28	-0.1616971	18.28	-0.1374622	18.28	-0.1443784	18.28	-0.1197251	
18.282	-0.0607367	18.282	0.03512665	18.282	-0.1623368	18.282	-0.1360702	18.282	-0.1441884	18.282	-0.1193111	
18.283	-0.06139557	18.283	0.03502984	18.283	-0.1624783	18.283	-0.1359176	18.283	-0.1445433	18.283	-0.1184977	
18.284	-0.06187785	18.284	0.03435983	18.284	-0.1633622	18.284	-0.1358313	18.284	-0.1446406	18.284	-0.1172651	
18.286	-0.06202107	18.286	0.03417982	18.286	-0.1639831	18.286	-0.1361653	18.286	-0.144792	18.286	-0.1173671	
