Chrom.1 (5)		Chrom.1		Chrom.1 (1)		Chrom.1 (2)		Chrom.1 (3)		Chrom.1 (4)		
UV		UV		UV		UV		UV		UV		
ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	ml	mAU	
18.287	-0.06263518	18.287	0.03316221	18.287	-0.1644167	18.287	-0.1367632	18.287	-0.1449449	18.287	-0.1176079	
18.288	-0.06261009	18.288	0.03294069	18.288	-0.1652371	18.288	-0.1372386	18.288	-0.1452948	18.288	-0.117795	
18.29	-0.06339717	18.29	0.03223541	18.29	-0.1659009	18.29	-0.1375735	18.29	-0.1452046	18.29	-0.117925	
18.291	-0.0641611	18.291	0.03025403	18.291	-0.1654725	18.291	-0.1370346	18.291	-0.1443947	18.291	-0.1178345	
18.292	-0.06522836	18.292	0.02981976	18.292	-0.1651705	18.292	-0.137541	18.292	-0.1434639	18.292	-0.1178028	
18.294	-0.06579138	18.294	0.02861376	18.294	-0.1648333	18.293	-0.1382437	18.294	-0.1443132	18.294	-0.118134	
18.295	-0.06506608	18.295	0.02753229	18.295	-0.1656413	18.295	-0.1389102	18.295	-0.1436285	18.295	-0.1182096	
18.296	-0.06417796	18.296	0.02602551	18.296	-0.1656314	18.296	-0.1386713	18.296	-0.1439758	18.296	-0.1184172	
18.298	-0.06302684	18.298	0.02590428	18.298	-0.1654036	18.297	-0.1385686	18.298	-0.1436604	18.298	-0.1184485	
18.299	-0.06367999	18.299	0.02449915	18.299	-0.1656387	18.299	-0.1388623	18.299	-0.1425902	18.299	-0.1193549	
18.3	-0.0638091	18.3	0.02229422	18.3	-0.1667426	18.3	-0.1386731	18.3	-0.1426231	18.3	-0.119153	
18.302	-0.06422873	18.302	0.02146821	18.302	-0.1674273	18.301	-0.1389351	18.302	-0.1424027	18.302	-0.1191723	
18.303	-0.06501377	18.303	0.02058659	18.303	-0.1681323	18.303	-0.1383572	18.303	-0.1432583	18.303	-0.1192879	
18.304	-0.06540465	18.304	0.01905034	18.304	-0.1676474	18.304	-0.1370197	18.304	-0.1431289	18.304	-0.1198445	
18.306	-0.06473749	18.306	0.01896111	18.305	-0.1676763	18.305	-0.1377435	18.306	-0.1434852	18.306	-0.1203399	
18.307	-0.06492493	18.307	0.01829626	18.307	-0.1675461	18.307	-0.1368636	18.307	-0.1434925	18.307	-0.1198389	
18.308	-0.06653105	18.308	0.01759283	18.308	-0.167219	18.308	-0.1358734	18.308	-0.1440509	18.308	-0.1182204	
18.31	-0.0677459	18.31	0.01686295	18.309	-0.1678168	18.309	-0.135996	18.31	-0.1446006	18.31	-0.1173391	
18.311	-0.06839899	18.311	0.01655757	18.311	-0.1676281	18.311	-0.1360906	18.311	-0.1452862	18.311	-0.1183658	
18.312	-0.06867954	18.312	0.01637079	18.312	-0.1674604	18.312	-0.1361252	18.312	-0.1453985	18.312	-0.117995	
18.314	-0.0687691	18.314	0.01593399	18.313	-0.168816	18.313	-0.1359383	18.314	-0.1454355	18.314	-0.1179464	
18.315	-0.0680238	18.315	0.01471902	18.315	-0.1681348	18.315	-0.136891	18.315	-0.1448019	18.315	-0.1178232	
18.316	-0.06790265	18.316	0.01351073	18.316	-0.1685717	18.316	-0.1367344	18.316	-0.144514	18.316	-0.1173739	
18.318	-0.06860185	18.317	0.0134164	18.317	-0.1687105	18.317	-0.1372226	18.318	-0.1457303	18.318	-0.1172083	
18.319	-0.06949506	18.319	0.01242423	18.319	-0.1689163	18.319	-0.1367102	18.319	-0.1457667	18.319	-0.1170836	
18.32	-0.06957129	18.32	0.01158241	18.32	-0.1692327	18.32	-0.1365494	18.32	-0.1462165	18.32	-0.1177288	
18.322	-0.06977195	18.321	0.01108591	18.321	-0.1696315	18.321	-0.1361168	18.322	-0.1464547	18.322	-0.1177069	
18.323	-0.07084924	18.323	0.01107938	18.323	-0.1694905	18.323	-0.1356564	18.323	-0.1466916	18.323	-0.1186612	
18.324	-0.06996107	18.324	0.0110433	18.324	-0.1703347	18.324	-0.1350528	18.324	-0.1476365	18.324	-0.118044	
18.326	-0.06911653	18.325	0.01099585	18.325	-0.1704992	18.325	-0.1350956	18.326	-0.1486949	18.326	-0.1174442	
18.327	-0.06920472	18.327	0.009548694	18.327	-0.1711125	18.327	-0.1350082	18.327	-0.1483451	18.327	-0.1175873	
18.328	-0.06999943	18.328	0.009085129	18.328	-0.1721698	18.328	-0.1357673	18.328	-0.1482363	18.328	-0.1167016	
18.33	-0.06963671	18.329	0.008677034	18.329	-0.1743613	18.329	-0.1360685	18.33	-0.1484987	18.33	-0.116202	
18.331	-0.06972634	18.331	0.007887462	18.331	-0.1741121	18.331	-0.1365354	18.331	-0.1479211	18.331	-0.1173764	
18.332	-0.07122124	18.332	0.007453103	18.332	-0.1750639	18.332	-0.1375671	18.332	-0.1481885	18.332	-0.1181005	
18.334	-0.0719706	18.333	0.006974563	18.333	-0.1752256	18.333	-0.1372517	18.334	-0.1482833	18.334	-0.1180314	
18.335	-0.07245389	18.335	0.006581583	18.335	-0.1751975	18.335	-0.1372478	18.335	-0.147992	18.335	-0.117534	
18.336	-0.07241144	18.336	0.005258607	18.336	-0.1743768	18.336	-0.1369681	18.336	-0.1482167	18.336	-0.1162817	
18.338	-0.07271731	18.337	0.005406145	18.337	-0.1738512	18.337	-0.1356801	18.338	-0.1489233	18.338	-0.1171307	
18.339	-0.07326554	18.339	0.00550274	18.339	-0.1732675	18.339	-0.1361883	18.339	-0.1497186	18.339	-0.118203	
18.34	-0.07257698	18.34	0.005092396	18.34	-0.1748766	18.34	-0.1347471	18.34	-0.1502057	18.34	-0.1189725	
18.342	-0.07268316	18.341	0.005314247	18.341	-0.1748252	18.341	-0.1349881	18.342	-0.1495249	18.342	-0.1190158	
18.343	-0.07204543	18.343	0.005284713	18.343	-0.1749169	18.343	-0.1352484	18.343	-0.1493652	18.343	-0.1192535	
18.344	-0.07273515	18.344	0.005604425	18.344	-0.1756411	18.344	-0.1355082	18.344	-0.1492159	18.344	-0.1189823	
18.346	-0.07206617	18.345	0.004812814	18.345	-0.1758177	18.345	-0.1352823	18.346	-0.1486984	18.346	-0.1196564	
18.347	-0.0719754	18.347	0.003769871	18.347	-0.176431	18.347	-0.1348658	18.347	-0.1497995	18.347	-0.1191149	
18.348	-0.07143985	18.348	0.004011312	18.348	-0.1776364	18.348	-0.1361749	18.348	-0.1499564	18.348	-0.120355	
18.35	-0.07209691	18.349	0.003348683	18.349	-0.1772632	18.349	-0.136456	18.35	-0.1496975	18.35	-0.1210881	
18.351	-0.07348623	18.351	0.003114059	18.351	-0.1773584	18.351	-0.1364984	18.351	-0.1500986	18.351	-0.1221502	
18.352	-0.07344039	18.352	0.001759429	18.352	-0.1776783	18.352	-0.135833	18.352	-0.1503394	18.352	-0.1214705	
18.354	-0.07323465	18.353	0.001380642	18.353	-0.178947	18.353	-0.1354206	18.354	-0.1505587	18.354	-0.1214646	
18.355	-0.07307208	18.355	0.000992696	18.355	-0.1795287	18.355	-0.135404	18.355	-0.1502815	18.355	-0.1201475	
18.356	-0.07295854	18.356	0.001345571	18.356	-0.1789298	18.356	-0.1348156	18.356	-0.1501056	18.356	-0.1206504	
18.358	-0.07249365	18.357	0.001501281	18.357	-0.1799639	18.357	-0.1347634	18.358	-0.1516337	18.358	-0.1201834	
18.359	-0.0724296	18.359	0.00163924	18.359	-0.1810216	18.359	-0.1339027	18.359	-0.1518908	18.359	-0.1202498	
18.36	-0.07300627	18.36	0.001466375	18.36	-0.1819906	18.36	-0.1340913	18.36	-0.1509624	18.36	-0.1195832	
18.362	-0.07435025	18.361	0.0008473342	18.361	-0.1821832	18.361	-0.1337583	18.362	-0.150841	18.362	-0.119356	
18.363	-0.07458141	18.363	0.000990284	18.363	-0.1819768	18.363	-0.1336066	18.363	-0.1501596	18.363	-0.1193626	
18.364	-0.07565213	18.364	0.0003194064	18.364	-0.1829383	18.364	-0.1336466	18.364	-0.1499552	18.364	-0.1182643	
18.366	-0.07540342	18.365	-0.0002813346	18.365	-0.1831911	18.365	-0.1336736	18.366	-0.150039	18.366	-0.1174839	
18.367	-0.07610045	18.367	9.982388E-05	18.367	-0.1823965	18.367	-0.1333626	18.367	-0.1500749	18.367	-0.1173596	
18.368	-0.07639938	18.368	-0.0002886779	18.368	-0.1823607	18.368	-0.133239	18.368	-0.1499438	18.368	-0.1174296	
18.37	-0.07627687	18.369	-0.0006819473	18.369	-0.182081	18.369	-0.1341486	18.37	-0.149946	18.37	-0.1172253	
18.371	-0.07573002	18.371	-0.0006583013	18.371	-0.1833839	18.371	-0.1344775	18.371	-0.1495212	18.371	-0.1159418	
18.372	-0.07581832	18.372	-0.00130732	18.372	-0.1840461	18.372	-0.1347653	18.372	-0.1494429	18.372	-0.1156016	
18.374	-0.07479613	18.373	-0.001635034	18.373	-0.1836363	18.373	-0.1354294	18.374	-0.1497121	18.374	-0.1151605	
18.375	-0.07388566	18.375	-0.002877044	18.375	-0.1829157	18.375	-0.136211	18.375	-0.1492365	18.375	-0.1159143	
18.376	-0.07364608	18.376	-0.003353819	18.376	-0.1822948	18.376	-0.1354658	18.376	-0.149575	18.376	-0.1163023	
18.378	-0.07270497	18.377	-0.002882638	18.377	-0.1836172	18.377	-0.1361878	18.378	-0.1492378	18.378	-0.1158071	
18.379	-0.0731561	18.379	-0.00303016	18.379	-0.184548	18.379	-0.135228	18.379	-0.149067	18.379	-0.1155657	
18.38	-0.07292694	18.38	-0.003612145	18.38	-0.1840509	18.38	-0.1364561	18.38	-0.148581	18.38	-0.1161518	
18.382	-0.07345035	18.381	-0.002952125	18.381	-0.1835064	18.381	-0.1351288	18.382	-0.1483964	18.382	-0.1165697	
18.383	-0.07358509	18.383	-0.002669601	18.383	-0.184305	18.383	-0.1358395	18.383	-0.1482176	18.383	-0.1173218	
18.384	-0.07289801	18.384	-0.004083102	18.384	-0.1846951	18.384	-0.1360496	18.384	-0.1476684	18.384	-0.1171385	
18.386	-0.07228361	18.385	-0.003253102	18.385	-0.1838975	18.385	-0.1367647	18.386	-0.1477203	18.386	-0.117322	
18.387	-0.07207997	18.387	-0.002966154	18.387	-0.1832761	18.387	-0.137155	18.387	-0.1484432	18.387	-0.117328	
18.388	-0.07199641	18.388	-0.002575298	18.388	-0.1827581	18.388	-0.1370246	18.388	-0.1483088	18.388	-0.1175524	
18.39	-0.07085224	18.389	-0.002946619	18.389	-0.1835219	18.389	-0.1373845	18.39	-0.1481552	18.39	-0.1180598	
18.391	-0.07116152	18.391	-0.002888011	18.391	-0.1841867	18.391	-0.1370911	18.391	-0.1476495	18.391	-0.119505	
18.392	-0.07273206	18.392	-0.003097823	18.392	-0.1848302	18.392	-0.1370423	18.392	-0.1470236	18.392	-0.1196247	
18.394	-0.0731921	18.393	-0.002540938	18.393	-0.1848159	18.393	-0.1373842	18.394	-0.1469163	18.393	-0.1191506	
18.395	-0.07370861	18.395	-0.003238121	18.395	-0.1842605	18.395	-0.1368105	18.395	-0.1472506	18.395	-0.1190948	
18.396	-0.07392389	18.396	-0.003629757	18.396	-0.1829707	18.396	-0.1365347	18.396	-0.1467715	18.396	-0.1193761	
18.397	-0.0746983	18.397	-0.003402121	18.397	-0.1837326	18.397	-0.1364252	18.397	-0.1469962	18.397	-0.1183379	
18.399	-0.07384911	18.399	-0.00404194	18.399	-0.1834216	18.399	-0.1366215	18.399	-0.1460573	18.399	-0.1187817	
18.4	-0.07372858	18.4	-0.004045419	18.4	-0.1831398	18.4	-0.1371453	18.4	-0.1458293	18.4	-0.1181762	
18.401	-0.07400995	18.401	-0.004241454	18.401	-0.182885	18.401	-0.1370493	18.401	-0.1460219	18.401	-0.117381	
18.403	-0.07399561	18.403	-0.003241987	18.403	-0.1832646	18.403	-0.1370279	18.403	-0.1461202	18.403	-0.1181447	
18.404	-0.07429916	18.404	-0.002766122	18.404	-0.1832013	18.404	-0.1372386	18.404	-0.1466647	18.404	-0.1179888	
18.405	-0.07414971	18.405	-0.003693521	18.405	-0.1839166	18.405	-0.1366705	18.405	-0.1467018	18.405	-0.1183763	
18.407	-0.07300451	18.407	-0.003490949	18.407	-0.1828492	18.407	-0.138091	18.407	-0.1459676	18.407	-0.1180246	
18.408	-0.07362115	18.408	-0.003857846	18.408	-0.182708	18.408	-0.1382618	18.408	-0.1456456	18.408	-0.1168506	
18.409	-0.07442369	18.409	-0.003085496	18.409	-0.183413	18.409	-0.1386645	18.409	-0.1460168	18.409	-0.1164599	
18.411	-0.07430837	18.411	-0.004154164	18.411	-0.182591	18.411	-0.1379243	18.411	-0.1460681	18.411	-0.1164033	
18.412	-0.07426387	18.412	-0.004542922	18.412	-0.1822712	18.412	-0.1385318	18.412	-0.1466074	18.412	-0.1161987	
18.413	-0.07517508	18.413	-0.003976644	18.413	-0.1819967	18.413	-0.1389334	18.413	-0.1453869	18.413	-0.115711	
18.415	-0.07578158	18.415	-0.005313653	18.415	-0.1816418	18.415	-0.1386762	18.415	-0.1453817	18.415	-0.1161934	
18.416	-0.07445568	18.416	-0.005375857	18.416	-0.1819177	18.416	-0.1376721	18.416	-0.1449412	18.416	-0.1160108	
18.417	-0.07383355	18.417	-0.00602752	18.417	-0.1815582	18.417	-0.1367792	18.417	-0.1450133	18.417	-0.1158407	
18.419	-0.07403839	18.419	-0.005400105	18.419	-0.1817636	18.419	-0.1369588	18.419	-0.1455092	18.419	-0.1157829	
18.42	-0.07440234	18.42	-0.005308066	18.42	-0.1816722	18.42	-0.1378648	18.42	-0.1458047	18.42	-0.1156217	
18.421	-0.07495523	18.421	-0.005940026	18.421	-0.1811957	18.421	-0.1375645	18.421	-0.1454076	18.421	-0.1166066	
18.423	-0.07440344	18.423	-0.007172507	18.423	-0.1811485	18.423	-0.1369602	18.423	-0.14484	18.423	-0.1171527	
18.424	-0.07511082	18.424	-0.00650002	18.424	-0.1808879	18.424	-0.136612	18.424	-0.1440288	18.424	-0.1177423	
18.425	-0.07471097	18.425	-0.006308536	18.425	-0.1806994	18.425	-0.1367652	18.425	-0.1440872	18.425	-0.1179051	
18.427	-0.07516072	18.427	-0.006727397	18.427	-0.1808272	18.427	-0.1361276	18.427	-0.143911	18.427	-0.118031	
18.428	-0.07482681	18.428	-0.006967091	18.428	-0.1803208	18.428	-0.1357816	18.428	-0.1441427	18.428	-0.1182664	
18.429	-0.0746106	18.429	-0.00695791	18.429	-0.1805719	18.429	-0.1368837	18.429	-0.1438857	18.429	-0.1192409	
18.431	-0.07546788	18.431	-0.007441353	18.431	-0.1801749	18.431	-0.1377496	18.431	-0.1440255	18.431	-0.1205519	
18.432	-0.07563197	18.432	-0.006734216	18.432	-0.1801795	18.432	-0.1376814	18.432	-0.1448762	18.432	-0.1207319	
18.433	-0.07636129	18.433	-0.007288682	18.433	-0.1806266	18.433	-0.1383632	18.433	-0.144836	18.433	-0.1209488	
18.435	-0.07635898	18.435	-0.007213985	18.435	-0.1804829	18.434	-0.1382587	18.435	-0.1448393	18.435	-0.1206598	
18.436	-0.07613254	18.436	-0.007174685	18.436	-0.1805424	18.436	-0.1380223	18.436	-0.144516	18.436	-0.1199473	
18.437	-0.07593537	18.437	-0.007644232	18.437	-0.1800767	18.437	-0.1379792	18.437	-0.1440616	18.437	-0.1198983	
18.439	-0.07590691	18.439	-0.008392384	18.439	-0.1795343	18.438	-0.1369447	18.439	-0.1443662	18.439	-0.1197367	
18.44	-0.07716015	18.44	-0.008333405	18.44	-0.1797273	18.44	-0.1364117	18.44	-0.1443129	18.44	-0.1208776	
18.441	-0.07653274	18.441	-0.007498024	18.441	-0.1806499	18.441	-0.135883	18.441	-0.1457406	18.441	-0.121232	
18.443	-0.07616339	18.443	-0.007019394	18.443	-0.1812304	18.442	-0.1358752	18.443	-0.1457621	18.443	-0.121435	
18.444	-0.07682069	18.444	-0.007138256	18.444	-0.1811317	18.444	-0.134747	18.444	-0.1456286	18.444	-0.1214003	
18.445	-0.07582778	18.445	-0.007792135	18.445	-0.1813336	18.445	-0.1344664	18.445	-0.1456739	18.445	-0.1207533	
18.447	-0.07552148	18.447	-0.0078217	18.446	-0.1820827	18.446	-0.133667	18.447	-0.1460745	18.447	-0.1200924	
18.448	-0.07615526	18.448	-0.008260544	18.448	-0.1820957	18.448	-0.134442	18.448	-0.1457977	18.448	-0.119849	
18.449	-0.0756484	18.449	-0.00927387	18.449	-0.1815297	18.449	-0.1338183	18.449	-0.1459799	18.449	-0.1194035	
18.451	-0.07651991	18.451	-0.007970766	18.45	-0.1808179	18.45	-0.1333777	18.451	-0.1458009	18.451	-0.1196841	
18.452	-0.07765914	18.452	-0.007937089	18.452	-0.1808184	18.452	-0.1328793	18.452	-0.1462763	18.452	-0.120454	
18.453	-0.0786053	18.453	-0.009260755	18.453	-0.1811717	18.453	-0.1324871	18.453	-0.145203	18.453	-0.1196461	
18.455	-0.07853179	18.455	-0.01043668	18.454	-0.1810089	18.454	-0.1322437	18.455	-0.1451084	18.455	-0.1187782	
18.456	-0.07896206	18.456	-0.01005249	18.456	-0.1807048	18.456	-0.1322977	18.456	-0.1448948	18.456	-0.1187884	
18.457	-0.07908051	18.457	-0.009836301	18.457	-0.1802463	18.457	-0.1325426	18.457	-0.1445683	18.457	-0.1178475	
18.459	-0.07901699	18.458	-0.01039406	18.458	-0.1800254	18.458	-0.1324638	18.459	-0.1437197	18.459	-0.1179467	
18.46	-0.07830632	18.46	-0.0108387	18.46	-0.1801727	18.46	-0.1326514	18.46	-0.1428399	18.46	-0.1183403	
18.461	-0.07710496	18.461	-0.009779758	18.461	-0.1814618	18.461	-0.1323783	18.461	-0.1421257	18.461	-0.1182063	
18.463	-0.07703212	18.462	-0.008890282	18.462	-0.1817298	18.462	-0.1322296	18.463	-0.1420233	18.463	-0.117495	
18.464	-0.07630915	18.464	-0.009319781	18.464	-0.1804709	18.464	-0.1322068	18.464	-0.1421871	18.464	-0.1178314	
18.465	-0.07579736	18.465	-0.007981597	18.465	-0.1796341	18.465	-0.1312533	18.465	-0.1423704	18.465	-0.1176026	
18.467	-0.07613436	18.466	-0.008405356	18.466	-0.1799236	18.466	-0.1311445	18.467	-0.1420401	18.467	-0.1176049	
18.468	-0.07600901	18.468	-0.008558093	18.468	-0.1798278	18.468	-0.1311136	18.468	-0.1420636	18.468	-0.1180452	
18.469	-0.07583759	18.469	-0.009208688	18.469	-0.1799692	18.469	-0.1315193	18.469	-0.1421023	18.469	-0.1177069	
18.471	-0.07464381	18.47	-0.01008834	18.47	-0.1800481	18.47	-0.1327217	18.471	-0.1416566	18.471	-0.1183666	
18.472	-0.07446716	18.472	-0.01103219	18.472	-0.1799166	18.472	-0.1331541	18.472	-0.1415493	18.472	-0.1181448	
18.473	-0.07501877	18.473	-0.01017408	18.473	-0.1803339	18.473	-0.1331085	18.473	-0.1414603	18.473	-0.1174666	
18.475	-0.07492889	18.474	-0.009895911	18.474	-0.1806426	18.474	-0.1334953	18.475	-0.1417722	18.475	-0.1177877	
18.476	-0.07438425	18.476	-0.01068186	18.476	-0.1806323	18.476	-0.1327821	18.476	-0.1423287	18.476	-0.1178334	
18.477	-0.07491167	18.477	-0.01114185	18.477	-0.1802411	18.477	-0.1322521	18.477	-0.1426946	18.477	-0.1178798	
18.479	-0.07439093	18.478	-0.01161899	18.478	-0.1795327	18.478	-0.1319721	18.479	-0.1425878	18.479	-0.1172419	
18.48	-0.07336646	18.48	-0.01222918	18.48	-0.1790626	18.48	-0.1320354	18.48	-0.1425333	18.48	-0.1180993	
18.481	-0.07282098	18.481	-0.01235375	18.481	-0.1776556	18.481	-0.1325029	18.481	-0.1423958	18.481	-0.116993	
18.483	-0.07325491	18.482	-0.01230227	18.482	-0.1777345	18.482	-0.1330947	18.483	-0.1428394	18.483	-0.1163099	
18.484	-0.07277072	18.484	-0.01211529	18.484	-0.1773076	18.484	-0.1331956	18.484	-0.1425493	18.484	-0.1159513	
18.485	-0.0717955	18.485	-0.01287637	18.485	-0.1763079	18.485	-0.133641	18.485	-0.1423033	18.485	-0.1158933	
18.487	-0.07114564	18.486	-0.01322955	18.486	-0.1753437	18.486	-0.1336691	18.487	-0.1409718	18.487	-0.1153215	
18.488	-0.07029599	18.488	-0.01282166	18.488	-0.1746356	18.488	-0.1333882	18.488	-0.1408982	18.488	-0.1145003	
18.489	-0.07092181	18.489	-0.01234568	18.489	-0.1747743	18.489	-0.1343153	18.489	-0.1415905	18.489	-0.1136458	
18.491	-0.07059436	18.49	-0.01341978	18.49	-0.1737746	18.49	-0.1345928	18.491	-0.1413165	18.491	-0.1135688	
18.492	-0.07003146	18.492	-0.01423438	18.492	-0.1734079	18.492	-0.1340066	18.492	-0.1410485	18.492	-0.113599	
18.493	-0.06956075	18.493	-0.01408566	18.493	-0.1729858	18.493	-0.1341219	18.493	-0.1409419	18.493	-0.1139256	
18.495	-0.06923868	18.494	-0.01429585	18.494	-0.1731846	18.494	-0.1341509	18.495	-0.1406064	18.495	-0.1136545	
18.496	-0.06960249	18.496	-0.01488609	18.496	-0.1736946	18.496	-0.1334397	18.496	-0.1408855	18.496	-0.1131976	
18.497	-0.06826711	18.497	-0.01553463	18.497	-0.1738102	18.497	-0.1330576	18.497	-0.1409415	18.497	-0.1127713	
18.499	-0.06863263	18.498	-0.01641187	18.498	-0.1735608	18.498	-0.1330932	18.499	-0.1402361	18.499	-0.1130195	
18.5	-0.06807939	18.5	-0.01661383	18.5	-0.1729252	18.5	-0.1327443	18.5	-0.139338	18.5	-0.1126862	
18.501	-0.06740513	18.501	-0.01681085	18.501	-0.1723916	18.501	-0.132791	18.501	-0.1382025	18.501	-0.1118332	
18.503	-0.06691695	18.502	-0.01676294	18.502	-0.1722719	18.502	-0.1327315	18.503	-0.1380827	18.503	-0.1125698	
18.504	-0.06730546	18.504	-0.01589132	18.504	-0.1715961	18.504	-0.1329423	18.504	-0.1385698	18.504	-0.1134116	
18.505	-0.06751698	18.505	-0.0154225	18.505	-0.17114	18.505	-0.1342088	18.505	-0.1387987	18.505	-0.1128453	
18.507	-0.06771591	18.506	-0.01587442	18.506	-0.1705576	18.506	-0.1344166	18.507	-0.1386178	18.507	-0.1122433	
18.508	-0.06769636	18.508	-0.01593966	18.508	-0.1699686	18.508	-0.1345766	18.508	-0.1377847	18.508	-0.1120732	
18.509	-0.06753331	18.509	-0.01575115	18.509	-0.1693873	18.509	-0.1346346	18.509	-0.1380625	18.509	-0.1124647	
18.511	-0.06739284	18.51	-0.0162676	18.51	-0.168663	18.51	-0.1341824	18.511	-0.1379582	18.511	-0.1119635	
18.512	-0.06758263	18.512	-0.01713073	18.512	-0.1684575	18.512	-0.1351936	18.512	-0.1382858	18.512	-0.1122535	
18.513	-0.0670746	18.513	-0.01713213	18.513	-0.1673798	18.513	-0.1354942	18.513	-0.138047	18.513	-0.1125223	
18.515	-0.06696244	18.514	-0.01800761	18.514	-0.166995	18.514	-0.1351933	18.515	-0.1384956	18.515	-0.1115735	
18.516	-0.06668505	18.516	-0.01707823	18.516	-0.1670044	18.516	-0.1353902	18.516	-0.1377568	18.516	-0.111014	
18.517	-0.065225	18.517	-0.01834995	18.517	-0.1672056	18.517	-0.1358854	18.517	-0.1382908	18.517	-0.1109545	
18.519	-0.06389218	18.518	-0.01987615	18.518	-0.1676466	18.518	-0.1363079	18.519	-0.1377792	18.519	-0.1105479	
18.52	-0.06365182	18.52	-0.01950335	18.52	-0.1677593	18.52	-0.1369539	18.52	-0.1373265	18.52	-0.1117153	
18.521	-0.06360029	18.521	-0.01870071	18.521	-0.1681019	18.521	-0.1379538	18.521	-0.1369521	18.521	-0.1122007	
18.523	-0.06388418	18.522	-0.02021097	18.522	-0.1682017	18.522	-0.1383038	18.523	-0.1365879	18.523	-0.111777	
18.524	-0.0638332	18.524	-0.02134575	18.524	-0.1678133	18.524	-0.1383727	18.524	-0.1368388	18.524	-0.1117092	
18.525	-0.06345879	18.525	-0.0220123	18.525	-0.1676619	18.525	-0.1382042	18.525	-0.1368279	18.525	-0.1109857	
18.527	-0.06323108	18.526	-0.02246693	18.526	-0.1676641	18.526	-0.1378349	18.527	-0.137237	18.527	-0.110363	
18.528	-0.06319015	18.528	-0.02332005	18.528	-0.1672583	18.528	-0.1381313	18.528	-0.1377869	18.528	-0.1101029	
18.529	-0.0632761	18.529	-0.02429706	18.529	-0.1667593	18.529	-0.1390043	18.529	-0.1377277	18.529	-0.1109095	
18.531	-0.0636163	18.53	-0.02464755	18.53	-0.1663941	18.53	-0.1392313	18.531	-0.137485	18.531	-0.1109419	
18.532	-0.06446747	18.532	-0.02479742	18.532	-0.1667423	18.532	-0.1400984	18.532	-0.1374628	18.532	-0.1101938	
18.533	-0.0645862	18.533	-0.02575256	18.533	-0.1667354	18.533	-0.1402957	18.533	-0.1374945	18.533	-0.1102827	
18.535	-0.06401309	18.534	-0.02560523	18.534	-0.1665206	18.534	-0.1397199	18.535	-0.1377434	18.535	-0.1108058	
18.536	-0.06389888	18.536	-0.0252053	18.536	-0.1664165	18.536	-0.1392035	18.536	-0.1372108	18.536	-0.1116161	
18.537	-0.06503374	18.537	-0.02583828	18.537	-0.1666227	18.537	-0.138228	18.537	-0.136886	18.537	-0.1118609	
18.538	-0.06464151	18.538	-0.02474404	18.538	-0.1661928	18.538	-0.1379857	18.539	-0.1367265	18.538	-0.1113216	
18.54	-0.06382421	18.54	-0.02554116	18.54	-0.1658306	18.54	-0.1380805	18.54	-0.1373898	18.54	-0.111384	
18.541	-0.06304894	18.541	-0.02656252	18.541	-0.1645942	18.541	-0.1374977	18.541	-0.1373516	18.541	-0.1121523	
18.542	-0.06303857	18.542	-0.02658641	18.542	-0.1628145	18.542	-0.1372509	18.542	-0.136025	18.542	-0.1124162	
18.544	-0.06249305	18.544	-0.02603918	18.544	-0.1626655	18.544	-0.1380028	18.544	-0.1349493	18.544	-0.1122293	
18.545	-0.06292903	18.545	-0.02675335	18.545	-0.1632188	18.545	-0.1378164	18.545	-0.1347405	18.545	-0.1119915	
18.546	-0.06364658	18.546	-0.02640785	18.546	-0.1629942	18.546	-0.1372679	18.546	-0.1346053	18.546	-0.1123988	
